text,labels,UID,v20_l4_e9_preds,v20_l4_e9_probs,BB_RoBERTa_preds,BB_RoBERTa_probs,O_RoBERTa_preds,O_RoBERTa_probs
It aims at to improve our standard of life and allows us to live more comfortably.,PREP,Preposition_Unnecessary,G,"{'G': 3.197265625, 'PREP': 2.80078125, 'DET': -4.67578125, 'SVA': -4.2578125}",PREP,"{'G': 4.109375, 'PREP': 4.4609375, 'DET': -5.2265625, 'SVA': -4.92578125}",PREP,"{'G': 1.4970703125, 'PREP': 5.62890625, 'DET': -6.08984375, 'SVA': -5.69140625}"
Looking forward for your answer.,PREP,Preposition_Replacing,G,"{'G': 3.798828125, 'PREP': 1.6259765625, 'DET': -4.828125, 'SVA': -3.953125}",PREP,"{'G': 1.998046875, 'PREP': 4.46875, 'DET': -4.19921875, 'SVA': -2.931640625}",PREP,"{'G': 1.1689453125, 'PREP': 5.6484375, 'DET': -6.01171875, 'SVA': -5.171875}"
"Concerning your advertisement, we were pleased to learn that we can do some different activities in London, which include in sightseeing by bus, a River trip to Greenwich, visiting the Science Museum and National Art Gallery and so on.",PREP,Preposition_Unnecessary,G,"{'G': 3.55078125, 'PREP': 2.251953125, 'DET': -4.83984375, 'SVA': -4.15625}",PREP,"{'G': 4.2734375, 'PREP': 4.32421875, 'DET': -5.55859375, 'SVA': -4.77734375}",PREP,"{'G': 2.380859375, 'PREP': 4.99609375, 'DET': -6.73046875, 'SVA': -5.71484375}"
"Concerning accommodation, I prefer in tents to log cabins.",PREP,Preposition_Unnecessary,G,"{'G': 3.91015625, 'PREP': 1.6708984375, 'DET': -4.8515625, 'SVA': -4.14453125}",PREP,"{'G': 3.720703125, 'PREP': 4.671875, 'DET': -5.41015625, 'SVA': -4.484375}",PREP,"{'G': 1.7294921875, 'PREP': 5.5234375, 'DET': -6.41015625, 'SVA': -5.65625}"
We need different things than men.,PREP,Preposition_Replacing,G,"{'G': 3.853515625, 'PREP': 1.634765625, 'DET': -4.55859375, 'SVA': -4.21484375}",PREP,"{'G': 3.208984375, 'PREP': 4.80078125, 'DET': -4.921875, 'SVA': -4.17578125}",PREP,"{'G': 1.453125, 'PREP': 5.6171875, 'DET': -6.11328125, 'SVA': -5.5625}"
Pat was a teacher for English as a foreign language.,PREP,Preposition_Replacing,G,"{'G': 4.7109375, 'PREP': -0.35009765625, 'DET': -4.7734375, 'SVA': -3.5703125}",PREP,"{'G': 3.548828125, 'PREP': 4.76171875, 'DET': -5.2421875, 'SVA': -4.4296875}",PREP,"{'G': 1.6669921875, 'PREP': 5.3984375, 'DET': -6.06640625, 'SVA': -5.578125}"
That's why I wanted to write you.,PREP,Preposition_Missing,G,"{'G': 3.048828125, 'PREP': 2.837890625, 'DET': -4.4453125, 'SVA': -4.27734375}",PREP,"{'G': 3.529296875, 'PREP': 4.734375, 'DET': -5.12109375, 'SVA': -4.46484375}",PREP,"{'G': -0.8427734375, 'PREP': 4.9921875, 'DET': -1.8330078125, 'SVA': -4.390625}"
"To begin with, on your advertisement you say that Danny Brooks will be starring in the show but instead there was a different actor, which made us very disappointed.",PREP,Preposition_Replacing,G,"{'G': 3.0546875, 'PREP': 2.97265625, 'DET': -4.62109375, 'SVA': -4.234375}",PREP,"{'G': 3.63671875, 'PREP': 4.734375, 'DET': -5.16796875, 'SVA': -4.53515625}",PREP,"{'G': 1.66796875, 'PREP': 5.5859375, 'DET': -6.34375, 'SVA': -5.70703125}"
I'm sorry that I've taken such a long time to reply your letter because I'm really busy and I have to study harder.,PREP,Preposition_Missing,G,"{'G': 3.037109375, 'PREP': 3.03515625, 'DET': -4.76171875, 'SVA': -4.1484375}",PREP,"{'G': 4.12109375, 'PREP': 4.42578125, 'DET': -5.47265625, 'SVA': -4.74609375}",PREP,"{'G': 0.70068359375, 'PREP': 5.71484375, 'DET': -5.0625, 'SVA': -5.2890625}"
I had quickly entered in my grandmother's room and started to get some panties.,PREP,Preposition_Unnecessary,G,"{'G': 4.73046875, 'PREP': -0.234619140625, 'DET': -5.15625, 'SVA': -3.34375}",PREP,"{'G': 3.916015625, 'PREP': 4.5703125, 'DET': -5.22265625, 'SVA': -4.76953125}",PREP,"{'G': 1.6240234375, 'PREP': 5.58203125, 'DET': -6.3125, 'SVA': -5.640625}"
I'm sorry to have to write this letter For you.,PREP,Preposition_Replacing,G,"{'G': 3.2421875, 'PREP': 2.794921875, 'DET': -4.92578125, 'SVA': -4.1171875}",PREP,"{'G': 3.349609375, 'PREP': 4.7734375, 'DET': -5.05078125, 'SVA': -4.28125}",PREP,"{'G': 1.533203125, 'PREP': 5.609375, 'DET': -6.25390625, 'SVA': -5.578125}"
"In reply of your letter, I will try to give you some advice.",PREP,Preposition_Replacing,G,"{'G': 3.505859375, 'PREP': 2.396484375, 'DET': -4.81640625, 'SVA': -4.23046875}",PREP,"{'G': 3.443359375, 'PREP': 4.70703125, 'DET': -5.26171875, 'SVA': -4.26171875}",PREP,"{'G': 0.5966796875, 'PREP': 5.6328125, 'DET': -5.25390625, 'SVA': -4.79296875}"
