text,labels,UID,v20_l4_e9_preds,v20_l4_e9_probs,BB_RoBERTa_preds,BB_RoBERTa_probs,O_RoBERTa_preds,O_RoBERTa_probs
The brothers of David implores Wendy to conceal Theodore.,SVA,distractor_agreement_relational_noun,G,"{'G': 4.9375, 'PREP': -2.5703125, 'DET': -4.87109375, 'SVA': -1.3212890625}",SVA,"{'G': -0.52587890625, 'PREP': -3.212890625, 'DET': -4.59765625, 'SVA': 7.1484375}",SVA,"{'G': -1.9150390625, 'PREP': -3.087890625, 'DET': -2.248046875, 'SVA': 9.265625}"
The dancer forfeit.,SVA,regular_plural_subject_verb_agreement_2,G,"{'G': 3.138671875, 'PREP': -2.23046875, 'DET': -5.38671875, 'SVA': 1.8994140625}",SVA,"{'G': -2.5546875, 'PREP': -2.244140625, 'DET': -3.201171875, 'SVA': 7.61328125}",SVA,"{'G': -2.38671875, 'PREP': -3.150390625, 'DET': -1.4814453125, 'SVA': 9.4453125}"
Women hasn't worried.,SVA,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.09765625, 'PREP': -2.4765625, 'DET': -4.51171875, 'SVA': -2.04296875}",SVA,"{'G': -2.39453125, 'PREP': -3.0390625, 'DET': -2.66796875, 'SVA': 7.71484375}",SVA,"{'G': -2.0390625, 'PREP': -3.115234375, 'DET': -2.04296875, 'SVA': 9.3203125}"
A lot of doctors scans a lot of movies.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 3.55078125, 'PREP': -3.0234375, 'DET': -4.45703125, 'SVA': 1.1748046875}",SVA,"{'G': -1.1982421875, 'PREP': -3.1171875, 'DET': -4.04296875, 'SVA': 7.41015625}",SVA,"{'G': -2.01171875, 'PREP': -3.080078125, 'DET': -2.115234375, 'SVA': 9.296875}"
Children who would reference this driver advises Karen's daughters to hate these essays.,SVA,distractor_agreement_relative_clause,G,"{'G': 4.25390625, 'PREP': -2.5703125, 'DET': -2.123046875, 'SVA': -2.4765625}",SVA,"{'G': -1.4208984375, 'PREP': -3.185546875, 'DET': -3.6484375, 'SVA': 7.51953125}",SVA,"{'G': 1.1123046875, 'PREP': -3.173828125, 'DET': -4.90234375, 'SVA': 7.14453125}"
Some waitress that isn't listening to these customers prevent those photographs from wasting away.,SVA,distractor_agreement_relative_clause,G,"{'G': 5.04296875, 'PREP': -2.369140625, 'DET': -5.203125, 'SVA': -1.46875}",SVA,"{'G': -1.751953125, 'PREP': -3.19921875, 'DET': -3.40234375, 'SVA': 7.63671875}",SVA,"{'G': -2.14453125, 'PREP': -3.140625, 'DET': -1.8828125, 'SVA': 9.375}"
Keith hug these senators.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 3.298828125, 'PREP': -2.9296875, 'DET': -4.390625, 'SVA': 1.375}",SVA,"{'G': -1.408203125, 'PREP': -3.037109375, 'DET': -3.970703125, 'SVA': 7.4921875}",SVA,"{'G': -2.224609375, 'PREP': -3.138671875, 'DET': -1.7529296875, 'SVA': 9.3984375}"
Paul clean those pictures.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 4.609375, 'PREP': -2.703125, 'DET': -4.48046875, 'SVA': -1.0322265625}",SVA,"{'G': 2.50390625, 'PREP': -3.50390625, 'DET': -5.41015625, 'SVA': 4.54296875}",SVA,"{'G': -1.697265625, 'PREP': -3.138671875, 'DET': -2.4375, 'SVA': 9.1875}"
This cashier who admires the Borgias spin around.,SVA,distractor_agreement_relative_clause,G,"{'G': 3.52734375, 'PREP': -2.8046875, 'DET': -4.859375, 'SVA': 1.376953125}",SVA,"{'G': -2.396484375, 'PREP': -2.908203125, 'DET': -2.869140625, 'SVA': 7.73828125}",SVA,"{'G': -2.291015625, 'PREP': -3.09375, 'DET': -1.728515625, 'SVA': 9.3984375}"
Girls examines most newspaper articles.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 4.37890625, 'PREP': -2.876953125, 'DET': -4.53125, 'SVA': -0.310791015625}",SVA,"{'G': -1.630859375, 'PREP': -2.818359375, 'DET': -3.9296875, 'SVA': 7.5703125}",SVA,"{'G': -2.091796875, 'PREP': -3.17578125, 'DET': -1.8876953125, 'SVA': 9.359375}"
The son of most customers haven't thought Jacqueline isn't biking to these cafes.,SVA,distractor_agreement_relational_noun,G,"{'G': 4.4453125, 'PREP': -2.6171875, 'DET': -5.3359375, 'SVA': -0.07098388671875}",SVA,"{'G': -1.4375, 'PREP': -3.044921875, 'DET': -3.716796875, 'SVA': 7.44140625}",SVA,"{'G': -2.03515625, 'PREP': -3.146484375, 'DET': -1.9990234375, 'SVA': 9.3359375}"
Most waitresses who concealed Laura spurs Martin to aggravate Kevin.,SVA,distractor_agreement_relative_clause,G,"{'G': 4.7578125, 'PREP': -2.58984375, 'DET': -5.140625, 'SVA': -0.76025390625}",SVA,"{'G': -0.85595703125, 'PREP': -3.353515625, 'DET': -4.18359375, 'SVA': 7.30078125}",SVA,"{'G': -1.9267578125, 'PREP': -3.0703125, 'DET': -2.25390625, 'SVA': 9.25}"
Libraries that appreciated Danielle talks about Jason.,SVA,distractor_agreement_relative_clause,G,"{'G': 5.04296875, 'PREP': -2.525390625, 'DET': -4.72265625, 'SVA': -1.7060546875}",SVA,"{'G': -1.7978515625, 'PREP': -3.060546875, 'DET': -3.53125, 'SVA': 7.64453125}",SVA,"{'G': -2.212890625, 'PREP': -3.10546875, 'DET': -1.8173828125, 'SVA': 9.375}"
A picture of those mouths irritate some organizations.,SVA,distractor_agreement_relational_noun,G,"{'G': 4.83984375, 'PREP': -2.671875, 'DET': -4.20703125, 'SVA': -1.642578125}",SVA,"{'G': -1.71875, 'PREP': -2.98046875, 'DET': -3.66796875, 'SVA': 7.62109375}",SVA,"{'G': -2.2890625, 'PREP': -3.12109375, 'DET': -1.6904296875, 'SVA': 9.3984375}"
Current events scares Harvard University.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 2.935546875, 'PREP': -2.90234375, 'DET': -4.734375, 'SVA': 2.42578125}",SVA,"{'G': -1.7001953125, 'PREP': -2.822265625, 'DET': -3.8359375, 'SVA': 7.61328125}",SVA,"{'G': -2.119140625, 'PREP': -3.095703125, 'DET': -1.9404296875, 'SVA': 9.34375}"
That government that had fired the men urge Homer's French teachers to fire Melinda.,SVA,distractor_agreement_relative_clause,G,"{'G': 5.0390625, 'PREP': -2.48828125, 'DET': -4.66796875, 'SVA': -1.765625}",SVA,"{'G': -1.787109375, 'PREP': -3.236328125, 'DET': -3.314453125, 'SVA': 7.6484375}",SVA,"{'G': -2.11328125, 'PREP': -3.13671875, 'DET': -1.9267578125, 'SVA': 9.3671875}"
The cashier drop by these museums.,SVA,regular_plural_subject_verb_agreement_2,G,"{'G': 5.0234375, 'PREP': -2.421875, 'DET': -4.96484375, 'SVA': -1.6015625}",SVA,"{'G': -1.86328125, 'PREP': -2.95703125, 'DET': -3.55859375, 'SVA': 7.625}",SVA,"{'G': -2.23046875, 'PREP': -3.09375, 'DET': -1.8017578125, 'SVA': 9.3828125}"
Most teachers drops by some mountains.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 3.388671875, 'PREP': -2.783203125, 'DET': -5.1796875, 'SVA': 1.8515625}",SVA,"{'G': -1.439453125, 'PREP': -3.091796875, 'DET': -3.84375, 'SVA': 7.5078125}",SVA,"{'G': -2.220703125, 'PREP': -3.15625, 'DET': -1.716796875, 'SVA': 9.40625}"
Stimuli was astounding Katherine.,SVA,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.03125, 'PREP': -2.53125, 'DET': -4.65625, 'SVA': -1.701171875}",SVA,"{'G': -1.2451171875, 'PREP': -3.23046875, 'DET': -3.908203125, 'SVA': 7.48046875}",SVA,"{'G': -2.09765625, 'PREP': -3.205078125, 'DET': -1.8212890625, 'SVA': 9.375}"
Every cashier who wasn't visiting those senators salute.,SVA,distractor_agreement_relative_clause,G,"{'G': 4.578125, 'PREP': -2.62890625, 'DET': -5.07421875, 'SVA': -0.50439453125}",SVA,"{'G': -2.162109375, 'PREP': -2.986328125, 'DET': -3.1640625, 'SVA': 7.73046875}",SVA,"{'G': -2.314453125, 'PREP': -3.1171875, 'DET': -1.6650390625, 'SVA': 9.4140625}"
The shows about art alarms Chad.,SVA,distractor_agreement_relational_noun,G,"{'G': 4.8125, 'PREP': -2.693359375, 'DET': -4.70703125, 'SVA': -1.1337890625}",SVA,"{'G': -0.810546875, 'PREP': -3.123046875, 'DET': -4.41796875, 'SVA': 7.30078125}",SVA,"{'G': -2.115234375, 'PREP': -3.06640625, 'DET': -2.0, 'SVA': 9.34375}"
The cousins of William whispers.,SVA,distractor_agreement_relational_noun,G,"{'G': 3.751953125, 'PREP': -2.923828125, 'DET': -4.84765625, 'SVA': 1.09765625}",SVA,"{'G': -1.154296875, 'PREP': -3.197265625, 'DET': -3.890625, 'SVA': 7.37890625}",SVA,"{'G': -2.228515625, 'PREP': -3.16015625, 'DET': -1.705078125, 'SVA': 9.40625}"
A lot of actors that are concealing Wendy neglects to reply.,SVA,distractor_agreement_relative_clause,G,"{'G': 3.0859375, 'PREP': -3.09765625, 'DET': -4.28515625, 'SVA': 1.8681640625}",SVA,"{'G': -1.033203125, 'PREP': -3.451171875, 'DET': -3.830078125, 'SVA': 7.36328125}",SVA,"{'G': -2.087890625, 'PREP': -3.11328125, 'DET': -1.97265625, 'SVA': 9.3359375}"
Suzanne dislike these dancers.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 5.14453125, 'PREP': -2.408203125, 'DET': -4.64453125, 'SVA': -2.0859375}",SVA,"{'G': -1.197265625, 'PREP': -3.083984375, 'DET': -4.1796875, 'SVA': 7.43359375}",SVA,"{'G': -2.126953125, 'PREP': -3.154296875, 'DET': -1.8681640625, 'SVA': 9.3671875}"
Some lady that leaves the Lutherans blink.,SVA,distractor_agreement_relative_clause,G,"{'G': 4.90234375, 'PREP': -2.625, 'DET': -4.58984375, 'SVA': -1.4248046875}",SVA,"{'G': -2.21484375, 'PREP': -2.767578125, 'DET': -3.267578125, 'SVA': 7.70703125}",SVA,"{'G': -2.296875, 'PREP': -3.1015625, 'DET': -1.7099609375, 'SVA': 9.3984375}"
Benjamin reference Donald.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 4.6171875, 'PREP': -2.708984375, 'DET': -4.50390625, 'SVA': -0.9501953125}",SVA,"{'G': -2.578125, 'PREP': -1.9169921875, 'DET': -3.275390625, 'SVA': 7.41015625}",SVA,"{'G': -1.9658203125, 'PREP': -3.111328125, 'DET': -2.115234375, 'SVA': 9.28125}"
Some ellipsis upset Heidi.,SVA,irregular_plural_subject_verb_agreement_1,G,"{'G': 4.921875, 'PREP': -2.48828125, 'DET': -5.09765625, 'SVA': -1.2158203125}",SVA,"{'G': -0.323974609375, 'PREP': -3.599609375, 'DET': -4.375, 'SVA': 7.03515625}",SVA,"{'G': -1.21484375, 'PREP': -3.240234375, 'DET': -2.828125, 'SVA': 8.9375}"
Spain alarm Connie.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 3.576171875, 'PREP': -2.873046875, 'DET': -4.6640625, 'SVA': 1.193359375}",SVA,"{'G': -2.484375, 'PREP': -1.9013671875, 'DET': -3.416015625, 'SVA': 7.40234375}",SVA,"{'G': -2.306640625, 'PREP': -3.091796875, 'DET': -1.685546875, 'SVA': 9.3984375}"
Most pedestrians who thought about Amelia exercises.,SVA,distractor_agreement_relative_clause,G,"{'G': 4.53515625, 'PREP': -2.701171875, 'DET': -4.99609375, 'SVA': -0.366455078125}",SVA,"{'G': -1.953125, 'PREP': -2.95703125, 'DET': -3.3828125, 'SVA': 7.63671875}",SVA,"{'G': -2.15625, 'PREP': -3.11328125, 'DET': -1.88671875, 'SVA': 9.3515625}"
The organization that has shocked these ladies motivate Katherine to forfeit.,SVA,distractor_agreement_relative_clause,G,"{'G': 3.12890625, 'PREP': -2.515625, 'DET': -5.453125, 'SVA': 2.181640625}",SVA,"{'G': -2.12890625, 'PREP': -2.974609375, 'DET': -3.263671875, 'SVA': 7.7421875}",SVA,"{'G': -2.1953125, 'PREP': -3.125, 'DET': -1.8193359375, 'SVA': 9.3828125}"
Organizations works with Tammy.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 5.12890625, 'PREP': -2.4453125, 'DET': -4.70703125, 'SVA': -1.947265625}",SVA,"{'G': -1.2138671875, 'PREP': -3.201171875, 'DET': -3.984375, 'SVA': 7.44140625}",SVA,"{'G': -2.140625, 'PREP': -3.115234375, 'DET': -1.8896484375, 'SVA': 9.359375}"
The patient grin.,SVA,regular_plural_subject_verb_agreement_2,G,"{'G': 2.751953125, 'PREP': -2.853515625, 'DET': -4.515625, 'SVA': 2.529296875}",SVA,"{'G': -2.109375, 'PREP': -2.71484375, 'DET': -3.44140625, 'SVA': 7.625}",SVA,"{'G': -2.3515625, 'PREP': -3.091796875, 'DET': -1.6083984375, 'SVA': 9.421875}"
Gerald insult a lot of plays.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 4.3359375, 'PREP': -2.74609375, 'DET': -4.75390625, 'SVA': -0.260498046875}",SVA,"{'G': -1.3935546875, 'PREP': -2.7265625, 'DET': -4.2734375, 'SVA': 7.41015625}",SVA,"{'G': -2.240234375, 'PREP': -3.095703125, 'DET': -1.78125, 'SVA': 9.375}"
Most horses that aren't boring Elizabeth comes here.,SVA,distractor_agreement_relative_clause,G,"{'G': 3.21875, 'PREP': -2.734375, 'DET': -5.04296875, 'SVA': 1.94140625}",SVA,"{'G': -1.837890625, 'PREP': -3.14453125, 'DET': -3.34375, 'SVA': 7.62109375}",SVA,"{'G': -2.146484375, 'PREP': -3.10546875, 'DET': -1.9013671875, 'SVA': 9.3515625}"
The girls scans that newspaper article.,SVA,regular_plural_subject_verb_agreement_2,G,"{'G': 4.2734375, 'PREP': -2.79296875, 'DET': -5.07421875, 'SVA': 0.159912109375}",SVA,"{'G': 0.1639404296875, 'PREP': -3.388671875, 'DET': -4.90234375, 'SVA': 6.73828125}",SVA,"{'G': -1.888671875, 'PREP': -3.119140625, 'DET': -2.23046875, 'SVA': 9.265625}"
Girls breaks those trucks.,SVA,regular_plural_subject_verb_agreement_1,G,"{'G': 4.33984375, 'PREP': -2.4375, 'DET': -2.1015625, 'SVA': -2.80078125}",SVA,"{'G': -0.60693359375, 'PREP': -3.173828125, 'DET': -4.55078125, 'SVA': 7.1796875}",SVA,"{'G': -1.4541015625, 'PREP': -3.126953125, 'DET': -2.72265625, 'SVA': 9.046875}"
The sister of some guys don't think Stacy can't wear many pants.,SVA,distractor_agreement_relational_noun,G,"{'G': 5.11328125, 'PREP': -2.38671875, 'DET': -4.58203125, 'SVA': -2.09375}",SVA,"{'G': -1.9091796875, 'PREP': -2.962890625, 'DET': -3.453125, 'SVA': 7.66015625}",SVA,"{'G': -1.9365234375, 'PREP': -3.140625, 'DET': -2.142578125, 'SVA': 9.296875}"
All stimuli bores that teacher.,SVA,irregular_plural_subject_verb_agreement_1,G,"{'G': 4.96875, 'PREP': -2.595703125, 'DET': -4.73828125, 'SVA': -1.4755859375}",SVA,"{'G': 1.212890625, 'PREP': -3.490234375, 'DET': -5.42578125, 'SVA': 5.9765625}",SVA,"{'G': -2.056640625, 'PREP': -3.162109375, 'DET': -1.9482421875, 'SVA': 9.3515625}"
A lot of cashiers that don't complain about Heidi has fired Aaron.,SVA,distractor_agreement_relative_clause,G,"{'G': 3.333984375, 'PREP': -2.984375, 'DET': -4.70703125, 'SVA': 1.7080078125}",SVA,"{'G': -2.0703125, 'PREP': -3.470703125, 'DET': -2.537109375, 'SVA': 7.60546875}",SVA,"{'G': -2.05078125, 'PREP': -3.111328125, 'DET': -2.033203125, 'SVA': 9.3203125}"
