sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,pairID
A son of some actors spurs the actress to aggravate the child.,A son of some actors spur the actress to aggravate the child.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,35.0,,,,
The shows about Monet weren't scaring Liam.,The shows about Monet wasn't scaring Liam.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,36.0,,,,
The granddaughters of Michelle do shrug.,The granddaughters of Michelle does shrug.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,37.0,,,,
The painting of a lot of sweaters resembles some drawings.,The painting of a lot of sweaters resemble some drawings.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,38.0,,,,
The pamphlets about Winston Churchill have resembled those photographs.,The pamphlets about Winston Churchill has resembled those photographs.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,39.0,,,,
The drawing of these pants exists.,The drawing of these pants exist.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,40.0,,,,
The granddaughters of Amanda hug Noah.,The granddaughters of Amanda hugs Noah.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,42.0,,,,
The plays about Harvard University weren't worrying Douglas.,The plays about Harvard University wasn't worrying Douglas.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,43.0,,,,
The stories about literature have irritated Clyde.,The stories about literature has irritated Clyde.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,44.0,,,,
A story about the Impressionists worries all teachers.,A story about the Impressionists worry all teachers.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,45.0,,,,
The print of all tomatoes hasn't shocked Barbara.,The print of all tomatoes haven't shocked Barbara.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,46.0,,,,
A pamphlet about the Borgias aggravates Helen.,A pamphlet about the Borgias aggravate Helen.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,47.0,,,,
The mother of those dancers has researched those documentaries.,The mother of those dancers have researched those documentaries.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,48.0,,,,
The mothers of Cheryl do bake.,The mothers of Cheryl does bake.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,49.0,,,,
The paintings of Donna have upset every guest.,The paintings of Donna has upset every guest.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,50.0,,,,
A book about the Impressionists does resemble every photograph.,A book about the Impressionists do resemble every photograph.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,51.0,,,,
The brochure about the Impressionists doesn't disturb that girl.,The brochure about the Impressionists don't disturb that girl.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,52.0,,,,
The sons of a guy do fail to eat.,The sons of a guy does fail to eat.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,53.0,,,,
The mother of the pedestrians isn't arriving at some closets.,The mother of the pedestrians weren't arriving at some closets.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,54.0,,,,
The report about the Impressionists doesn't disagree with Rose.,The report about the Impressionists don't disagree with Rose.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,55.0,,,,
The nieces of Gerald were crying.,The nieces of Gerald was crying.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,56.0,,,,
The reports about Jesus have disappeared.,The reports about Jesus has disappeared.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,57.0,,,,
A daughter of a lot of waiters speaks up.,A daughter of a lot of waiters speak up.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,58.0,,,,
The nieces of Rachel discover this nose.,The nieces of Rachel discovers this nose.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,59.0,,,,
The essays about Spain were disgusting Laurie.,The essays about Spain is disgusting Laurie.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,60.0,,,,
The father of many pedestrians washes.,The father of many pedestrians wash.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,61.0,,,,
A painting of most photographs wasn't hurting Becky.,A painting of most photographs weren't hurting Becky.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,62.0,,,,
A sister of some children doesn't swallow.,A sister of some children don't swallow.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,63.0,,,,
The newspaper articles about Harvard University do disturb Brian.,The newspaper articles about Harvard University does disturb Brian.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,64.0,,,,
The prints of this icicle upset Stacy.,The prints of this icicle upsets Stacy.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,65.0,,,,
The book about the Lutherans does sound like Guy.,The book about the Lutherans do sound like Guy.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,66.0,,,,
The grandmothers of Heather aren't obliging Kathleen to walk through every cafe.,The grandmothers of Heather isn't obliging Kathleen to walk through every cafe.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,67.0,,,,
A father of these patients intends to embarrass Gary.,A father of these patients intend to embarrass Gary.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,68.0,,,,
A grandson of most doctors hasn't believed Wayne to walk through a public park.,A grandson of most doctors haven't believed Wayne to walk through a public park.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,69.0,,,,
The nieces of the girl negotiate.,The nieces of the girl negotiates.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,71.0,,,,
The grandmothers of Jennifer do regret Daniel will threaten to go to this art gallery.,The grandmothers of Jennifer does regret Daniel will threaten to go to this art gallery.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,72.0,,,,
The granddaughters of Anna do describe Gerald.,The granddaughters of Anna does describe Gerald.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,73.0,,,,
The report about the Great Lakes is astounding Todd.,The report about the Great Lakes are astounding Todd.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,74.0,,,,
The shows about Spain do aggravate Christina.,The shows about Spain does aggravate Christina.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,75.0,,,,
The photograph of jackets hasn't resembled some print.,The photograph of jackets haven't resembled some print.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,76.0,,,,
The cousins of Martin are worrying that guest.,The cousins of Martin is worrying that guest.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,78.0,,,,
The son of some waitresses wasn't wondering who begged Julia to practice.,The son of some waitresses weren't wondering who begged Julia to practice.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,79.0,,,,
A granddaughter of the pedestrians isn't leaving.,A granddaughter of the pedestrians aren't leaving.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,80.0,,,,
The commentary about the Impressionists hurts Joel.,The commentary about the Impressionists hurt Joel.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,81.0,,,,
A daughter of most pedestrians knows Lisa.,A daughter of most pedestrians know Lisa.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,82.0,,,,
A newspaper article about the Balkans isn't bothering a teacher.,A newspaper article about the Balkans weren't bothering a teacher.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,83.0,,,,
The brochures about Galileo were vanishing.,The brochures about Galileo was vanishing.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,85.0,,,,
The newspaper articles about Galileo appear.,The newspaper articles about Galileo appears.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,86.0,,,,
The picture of many college campuses does look like drawings.,The picture of many college campuses do look like drawings.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,87.0,,,,
The show about the Borgias hasn't annoyed Mark.,The show about the Borgias haven't annoyed Mark.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,88.0,,,,
The brochures about Winston Churchill don't win.,The brochures about Winston Churchill doesn't win.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,89.0,,,,
The essays about Spain hurt Brenda.,The essays about Spain hurts Brenda.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,91.0,,,,
The daughters of Charles do think about what darkens.,The daughters of Charles does think about what darkens.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,92.0,,,,
The print of many doctors hasn't upset Wendy.,The print of many doctors haven't upset Wendy.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,93.0,,,,
The pictures of Cindy don't waste away.,The pictures of Cindy doesn't waste away.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,94.0,,,,
The grandson of the teachers isn't singing.,The grandson of the teachers weren't singing.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,95.0,,,,
The nephew of many waiters learns.,The nephew of many waiters learn.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,96.0,,,,
The reports about politics don't stun libraries.,The reports about politics doesn't stun libraries.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,97.0,,,,
The plays about Spain don't bother Holly.,The plays about Spain doesn't bother Holly.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,99.0,,,,
The essays about Jesus weren't shocking Monet.,The essays about Jesus wasn't shocking Monet.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,100.0,,,,
A story about the Impressionists bothers Scott.,A story about the Impressionists bother Scott.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,101.0,,,,
The commentaries about politics do distract Carol.,The commentaries about politics does distract Carol.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,102.0,,,,
A drawing of many peppers doesn't hurt Lisa.,A drawing of many peppers don't hurt Lisa.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,104.0,,,,
The daughters of Bruce don't beg Aaron to compromise.,The daughters of Bruce doesn't beg Aaron to compromise.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,106.0,,,,
The books about Galileo are annoying Sandra.,The books about Galileo is annoying Sandra.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,107.0,,,,
A commentary about the Balkans hasn't alarmed many ladies.,A commentary about the Balkans haven't alarmed many ladies.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,108.0,,,,
The pictures of Walter do disturb Mary.,The pictures of Walter does disturb Mary.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,109.0,,,,
The book about the Lutherans wastes away.,The book about the Lutherans waste away.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,110.0,,,,
The book about the Great Lakes worries Theresa.,The book about the Great Lakes worry Theresa.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,111.0,,,,
A pamphlet about the Lutherans does alarm Nicole.,A pamphlet about the Lutherans do alarm Nicole.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,112.0,,,,
A painting of some horses has disturbed Steven.,A painting of some horses have disturbed Steven.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,113.0,,,,
The picture of the shirts isn't astounding Frank.,The picture of the shirts weren't astounding Frank.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,114.0,,,,
The fathers of Anne depart.,The fathers of Anne departs.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,115.0,,,,
A movie about the Great Lakes embarrasses Jacqueline.,A movie about the Great Lakes embarrass Jacqueline.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,116.0,,,,
The print of all teenagers doesn't look like this photograph.,The print of all teenagers don't look like this photograph.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,117.0,,,,
The photographs of Florence haven't disappeared.,The photographs of Florence hasn't disappeared.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,118.0,,,,
The nieces of Ellen do regret some guy isn't spinning around.,The nieces of Ellen does regret some guy isn't spinning around.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,119.0,,,,
The grandfather of most drivers hasn't failed to fire Eric.,The grandfather of most drivers haven't failed to fire Eric.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,120.0,,,,
The plays about art have alarmed Mitchell.,The plays about art has alarmed Mitchell.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,121.0,,,,
The grandsons of Janet speak up.,The grandsons of Janet speaks up.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,122.0,,,,
A pamphlet about the Balkans hasn't astounded Monica.,A pamphlet about the Balkans haven't astounded Monica.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,123.0,,,,
The grandmothers of James don't boycott the lake.,The grandmothers of James doesn't boycott the lake.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,124.0,,,,
The grandson of a lot of customers is cleaning a restaurant.,The grandson of a lot of customers were cleaning a restaurant.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,125.0,,,,
The drawings of this spinach are appearing.,The drawings of this spinach was appearing.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,126.0,,,,
The movies about Monet aren't impressing a driver.,The movies about Monet wasn't impressing a driver.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,127.0,,,,
The nieces of Tanya don't boycott committees.,The nieces of Tanya doesn't boycott committees.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,128.0,,,,
A brother of most drivers doesn't study.,A brother of most drivers don't study.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,129.0,,,,
The stories about Galileo do hurt Caroline.,The stories about Galileo does hurt Caroline.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,130.0,,,,
The grandmothers of Emily don't propose to play.,The grandmothers of Emily doesn't propose to play.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,131.0,,,,
The plays about travel confuse Veronica.,The plays about travel confuses Veronica.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,132.0,,,,
The documentaries about Monet were distracting most universities.,The documentaries about Monet is distracting most universities.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,133.0,,,,
The grandmother of a lot of dancers replies.,The grandmother of a lot of dancers reply.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,134.0,,,,
The photographs of Marie are boring Winston Churchill.,The photographs of Marie is boring Winston Churchill.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,135.0,,,,
A granddaughter of the Impressionists flees from Sabrina.,A granddaughter of the Impressionists flee from Sabrina.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,136.0,,,,
A commentary about the Impressionists hasn't embarrassed Jane.,A commentary about the Impressionists haven't embarrassed Jane.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,137.0,,,,
The story about the Lutherans doesn't sound like Wayne.,The story about the Lutherans don't sound like Wayne.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,138.0,,,,
A documentary about the Lutherans does bore Frank.,A documentary about the Lutherans do bore Frank.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,139.0,,,,
The newspaper articles about Jesus resemble some drawing.,The newspaper articles about Jesus resembles some drawing.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,140.0,,,,
The commentaries about science are embarrassing Alicia.,The commentaries about science is embarrassing Alicia.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,141.0,,,,
The newspaper article about the Borgias doesn't worry Carl.,The newspaper article about the Borgias don't worry Carl.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,142.0,,,,
A granddaughter of a lot of girls was wanting to practice.,A granddaughter of a lot of girls were wanting to practice.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,143.0,,,,
The sketch of scarves wastes away.,The sketch of scarves waste away.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,144.0,,,,
The newspaper article about the Borgias distracts Diana.,The newspaper article about the Borgias distract Diana.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,146.0,,,,
The mothers of Melissa don't urge Valerie to win.,The mothers of Melissa doesn't urge Valerie to win.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,147.0,,,,
The movies about science weren't distracting Stephanie.,The movies about science wasn't distracting Stephanie.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,148.0,,,,
The documentaries about Spain don't astound Anna.,The documentaries about Spain doesn't astound Anna.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,149.0,,,,
A story about the Lutherans is annoying a lot of boys.,A story about the Lutherans are annoying a lot of boys.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,150.0,,,,
The movie about the Impressionists isn't annoying every guy.,The movie about the Impressionists weren't annoying every guy.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,151.0,,,,
The report about the Lutherans does stun Andrew.,The report about the Lutherans do stun Andrew.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,152.0,,,,
The friend of many doctors was motivating Jennifer to die.,The friend of many doctors are motivating Jennifer to die.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,153.0,,,,
A grandmother of those actresses does mutter.,A grandmother of those actresses do mutter.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,155.0,,,,
The friend of the teenagers was firing Lawrence.,The friend of the teenagers were firing Lawrence.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,156.0,,,,
A pamphlet about the Great Lakes irritates Emily.,A pamphlet about the Great Lakes irritate Emily.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,157.0,,,,
The commentaries about Monet were winning.,The commentaries about Monet was winning.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,159.0,,,,
The pictures of Erin don't embarrass Eric.,The pictures of Erin doesn't embarrass Eric.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,161.0,,,,
The plays about science don't confuse Sharon.,The plays about science doesn't confuse Sharon.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,162.0,,,,
The documentary about the Impressionists wasn't astounding Cynthia.,The documentary about the Impressionists aren't astounding Cynthia.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,163.0,,,,
The drawings of some cake shock doctors.,The drawings of some cake shocks doctors.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,164.0,,,,
The grandmothers of Larry do yearn to explore this hill.,The grandmothers of Larry does yearn to explore this hill.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,165.0,,,,
The daughters of Christine do study.,The daughters of Christine does study.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,166.0,,,,
The report about the Borgias hasn't impressed Jane.,The report about the Borgias haven't impressed Jane.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,167.0,,,,
The sons of Noah have boycotted a cafe.,The sons of Noah has boycotted a cafe.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,168.0,,,,
The brochures about Galileo do resemble that print.,The brochures about Galileo does resemble that print.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,169.0,,,,
A print of many carts exists.,A print of many carts exist.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,170.0,,,,
The grandfather of most drivers doesn't look to debate.,The grandfather of most drivers don't look to debate.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,171.0,,,,
The newspaper article about current events impresses Brett.,The newspaper article about current events impress Brett.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,172.0,,,,
The stories about art don't disturb Jill.,The stories about art doesn't disturb Jill.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,173.0,,,,
The brochures about science are disgusting Emily.,The brochures about science is disgusting Emily.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,174.0,,,,
The essays about Galileo do irritate Jeffrey.,The essays about Galileo does irritate Jeffrey.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,175.0,,,,
The cousins of Scott help Cynthia.,The cousins of Scott helps Cynthia.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,176.0,,,,
The paintings of every sketch do look like Erin.,The paintings of every sketch does look like Erin.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,177.0,,,,
The photograph of some pies does impress Tonya.,The photograph of some pies do impress Tonya.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,178.0,,,,
The sisters of Bradley aren't neglecting to astound Anne.,The sisters of Bradley isn't neglecting to astound Anne.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,179.0,,,,
A mother of all senators doesn't find Thomas.,A mother of all senators don't find Thomas.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,180.0,,,,
A niece of these waiters hasn't bothered to disturb Carol.,A niece of these waiters haven't bothered to disturb Carol.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,181.0,,,,
The father of these customers has intended to compromise.,The father of these customers have intended to compromise.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,182.0,,,,
The sister of those men doesn't scare Grace.,The sister of those men don't scare Grace.,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,183.0,,,,
