text,labels,UID,v20_l4_e9_preds,v20_l4_e9_probs,BB_RoBERTa_preds,BB_RoBERTa_probs,O_RoBERTa_preds,O_RoBERTa_probs
"In addition to this, there is less communication between members of my family, because when we arrive home after an exhausting day racing against time, the only thing we want to do is lie on the sofa while watching television.",G,Preposition_Unnecessary,PREP,"{'G': 2.548828125, 'PREP': 3.44140625, 'DET': -4.5703125, 'SVA': -3.9765625}",PREP,"{'G': 3.56640625, 'PREP': 4.75, 'DET': -5.1640625, 'SVA': -4.44140625}",PREP,"{'G': 1.2724609375, 'PREP': 5.71484375, 'DET': -5.91796875, 'SVA': -5.5703125}"
I was just walking down by the dressing room and the manager asked that if I could help them.,PREP,Preposition_Unnecessary,G,"{'G': 3.03125, 'PREP': 3.005859375, 'DET': -4.6484375, 'SVA': -4.1875}",G,"{'G': 4.8984375, 'PREP': 3.361328125, 'DET': -5.484375, 'SVA': -4.890625}",G,"{'G': 5.25, 'PREP': 1.25390625, 'DET': -6.74609375, 'SVA': -4.34375}"
It helps me with preparing my homework.,G,Preposition_Replacing,PREP,"{'G': 1.8134765625, 'PREP': 3.455078125, 'DET': -2.62890625, 'SVA': -4.484375}",PREP,"{'G': 3.3203125, 'PREP': 4.80078125, 'DET': -5.0625, 'SVA': -4.2421875}",PREP,"{'G': 2.15234375, 'PREP': 5.2109375, 'DET': -6.6328125, 'SVA': -5.734375}"
If you want to hear more of my suggestions and opinions about it please contact me on my cellphone.,G,Preposition_Unnecessary,PREP,"{'G': 2.337890625, 'PREP': 3.49609375, 'DET': -4.01171875, 'SVA': -4.15625}",PREP,"{'G': 3.775390625, 'PREP': 4.6640625, 'DET': -5.25390625, 'SVA': -4.61328125}",PREP,"{'G': 2.705078125, 'PREP': 4.47265625, 'DET': -6.66796875, 'SVA': -5.4609375}"
"About what you can do in the area in the free time you have, I would suggest you visit the Modern Art Museum which now has a new exhibition.",G,Preposition_Replacing,PREP,"{'G': 2.521484375, 'PREP': 3.44921875, 'DET': -4.53125, 'SVA': -3.9765625}",PREP,"{'G': 3.4375, 'PREP': 4.7890625, 'DET': -5.07421875, 'SVA': -4.3515625}",PREP,"{'G': 2.25390625, 'PREP': 5.14453125, 'DET': -6.73046875, 'SVA': -5.72265625}"
A lot of alumni bother some hospital.,SVA,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.09375, 'PREP': -2.42578125, 'DET': -4.36328125, 'SVA': -2.1953125}",G,"{'G': 6.68359375, 'PREP': -2.599609375, 'DET': -4.19921875, 'SVA': -2.25}",G,"{'G': 6.91796875, 'PREP': -2.712890625, 'DET': -5.25, 'SVA': -2.185546875}"
"In addition to this, there is less communication between members of my family, because when we arrive home after an exhausting day racing against time, the only thing we want to do is lie on the sofa while watching television.",G,Preposition_Replacing,PREP,"{'G': 2.548828125, 'PREP': 3.44140625, 'DET': -4.5703125, 'SVA': -3.9765625}",PREP,"{'G': 3.56640625, 'PREP': 4.75, 'DET': -5.1640625, 'SVA': -4.44140625}",PREP,"{'G': 1.2724609375, 'PREP': 5.71484375, 'DET': -5.91796875, 'SVA': -5.5703125}"
That's why they both have to be taken into account in the video we will make.,G,Preposition_Replacing,PREP,"{'G': 2.513671875, 'PREP': 3.447265625, 'DET': -4.4375, 'SVA': -4.02734375}",PREP,"{'G': 3.701171875, 'PREP': 4.70703125, 'DET': -5.2265625, 'SVA': -4.5546875}",PREP,"{'G': 2.451171875, 'PREP': 4.80859375, 'DET': -6.66015625, 'SVA': -5.60546875}"
"After a week of holiday, when Pandora returned she learned that all of her friends knew about that.",PREP,Preposition_Replacing,G,"{'G': 4.39453125, 'PREP': 0.65087890625, 'DET': -5.12109375, 'SVA': -3.724609375}",G,"{'G': 5.83203125, 'PREP': 1.4482421875, 'DET': -5.46875, 'SVA': -4.3515625}",G,"{'G': 6.37109375, 'PREP': -0.2222900390625, 'DET': -6.51171875, 'SVA': -4.16796875}"
Sometimes I even play some games on it.,G,Preposition_Replacing,PREP,"{'G': 2.17578125, 'PREP': 3.59765625, 'DET': -3.916015625, 'SVA': -4.09375}",PREP,"{'G': 3.232421875, 'PREP': 4.80859375, 'DET': -4.9765625, 'SVA': -4.16796875}",PREP,"{'G': 0.87890625, 'PREP': 5.71484375, 'DET': -5.546875, 'SVA': -5.1796875}"
"There was nobody to let me in, no way to contact my parents.",G,Preposition_Unnecessary,PREP,"{'G': 2.505859375, 'PREP': 3.431640625, 'DET': -4.24609375, 'SVA': -4.15234375}",PREP,"{'G': 3.595703125, 'PREP': 4.72265625, 'DET': -5.19921875, 'SVA': -4.48828125}",PREP,"{'G': 2.44140625, 'PREP': 4.66015625, 'DET': -6.51171875, 'SVA': -5.48046875}"
It has allowed me to worry about other things in my life.,G,Preposition_Replacing,PREP,"{'G': 2.06640625, 'PREP': 3.591796875, 'DET': -3.609375, 'SVA': -4.18359375}",PREP,"{'G': 3.287109375, 'PREP': 4.80859375, 'DET': -5.0078125, 'SVA': -4.203125}",PREP,"{'G': 2.875, 'PREP': 4.34375, 'DET': -6.75390625, 'SVA': -5.5}"
So they both found the person they dreamed from.,PREP,Preposition_Replacing,G,"{'G': 3.1484375, 'PREP': 2.87890625, 'DET': -4.78125, 'SVA': -4.1328125}",G,"{'G': 5.08203125, 'PREP': 3.07421875, 'DET': -5.47265625, 'SVA': -4.8984375}",G,"{'G': 4.76171875, 'PREP': 1.62109375, 'DET': -6.70703125, 'SVA': -4.234375}"
"The mobile phone is a marvellous invention, but as with cigarettes, we should write on it :",G,Preposition_Replacing,PREP,"{'G': 2.4375, 'PREP': 3.50390625, 'DET': -4.29296875, 'SVA': -4.07421875}",PREP,"{'G': 3.484375, 'PREP': 4.77734375, 'DET': -5.04296875, 'SVA': -4.44921875}",PREP,"{'G': 1.4345703125, 'PREP': 5.6640625, 'DET': -6.171875, 'SVA': -5.5625}"
"Furthermore, it is possible to treat many patients who have serious diseases more effectively, if we use modern technology in medical science.",G,Preposition_Replacing,PREP,"{'G': 2.517578125, 'PREP': 3.453125, 'DET': -4.3984375, 'SVA': -4.078125}",PREP,"{'G': 3.865234375, 'PREP': 4.6171875, 'DET': -5.3359375, 'SVA': -4.66015625}",PREP,"{'G': 2.34765625, 'PREP': 5.03515625, 'DET': -6.71484375, 'SVA': -5.72265625}"
Nobody at the shop came with us to help.,PREP,Preposition_Replacing,G,"{'G': 4.06640625, 'PREP': 1.279296875, 'DET': -4.86328125, 'SVA': -3.98046875}",G,"{'G': 5.89453125, 'PREP': 0.80810546875, 'DET': -5.0859375, 'SVA': -3.98046875}",G,"{'G': 5.2734375, 'PREP': 1.0390625, 'DET': -6.65234375, 'SVA': -4.14453125}"
So the conference will be a great experience for you and your group.,G,Preposition_Replacing,PREP,"{'G': 2.39453125, 'PREP': 3.501953125, 'DET': -4.18359375, 'SVA': -4.1015625}",PREP,"{'G': 3.18359375, 'PREP': 4.8046875, 'DET': -4.921875, 'SVA': -4.1328125}",PREP,"{'G': 2.958984375, 'PREP': 4.30078125, 'DET': -6.80859375, 'SVA': -5.515625}"
Then Sara looked down the river.,PREP,Preposition_Replacing,G,"{'G': 5.16796875, 'PREP': -1.95703125, 'DET': -4.6015625, 'SVA': -2.646484375}",G,"{'G': 6.6640625, 'PREP': -0.96875, 'DET': -5.01953125, 'SVA': -3.31640625}",G,"{'G': 4.30078125, 'PREP': -0.94873046875, 'DET': -3.984375, 'SVA': -1.625}"
I've been busy preparing English exams.,PREP,Preposition_Missing,G,"{'G': 4.44140625, 'PREP': 0.259033203125, 'DET': -4.25, 'SVA': -4.02734375}",G,"{'G': 4.6171875, 'PREP': 3.802734375, 'DET': -5.578125, 'SVA': -4.83203125}",G,"{'G': 5.63671875, 'PREP': 0.67919921875, 'DET': -6.6640625, 'SVA': -4.13671875}"
Are you fed up of looking after the screaming baby of your mother's friend?,PREP,Preposition_Replacing,G,"{'G': 4.76171875, 'PREP': -0.4013671875, 'DET': -5.07421875, 'SVA': -3.3203125}",G,"{'G': 5.6328125, 'PREP': 1.8505859375, 'DET': -5.6328125, 'SVA': -4.32421875}",G,"{'G': 4.5859375, 'PREP': 1.8486328125, 'DET': -6.61328125, 'SVA': -4.37109375}"
All these products of science are with me from the very beginning of my day.,G,Preposition_Replacing,PREP,"{'G': 2.400390625, 'PREP': 3.48046875, 'DET': -4.0546875, 'SVA': -4.19140625}",PREP,"{'G': 3.337890625, 'PREP': 4.8046875, 'DET': -5.03515625, 'SVA': -4.25}",PREP,"{'G': 1.2783203125, 'PREP': 5.66796875, 'DET': -5.90234375, 'SVA': -5.5078125}"
I am writing to you concerning your advertisement for the show at the Circle Theatre.,G,Preposition_Replacing,PREP,"{'G': 2.5390625, 'PREP': 3.435546875, 'DET': -4.51953125, 'SVA': -3.994140625}",PREP,"{'G': 4.08203125, 'PREP': 4.4609375, 'DET': -5.53125, 'SVA': -4.6875}",PREP,"{'G': 1.4619140625, 'PREP': 5.625, 'DET': -6.0859375, 'SVA': -5.6171875}"
Daniela agreed but she knew that it was snowing and that it was dangerous to walk in this kind of weather.,G,Preposition_Replacing,PREP,"{'G': 2.15625, 'PREP': 3.3828125, 'DET': -2.8984375, 'SVA': -4.72265625}",PREP,"{'G': 3.544921875, 'PREP': 4.765625, 'DET': -5.0625, 'SVA': -4.48828125}",PREP,"{'G': 1.537109375, 'PREP': 5.5390625, 'DET': -5.96484375, 'SVA': -5.65234375}"
I believe that most busy people want to go shopping the quick and easy way.,G,Preposition_Unnecessary,PREP,"{'G': 2.642578125, 'PREP': 3.369140625, 'DET': -4.4375, 'SVA': -4.1328125}",PREP,"{'G': 3.2734375, 'PREP': 4.80859375, 'DET': -4.97265625, 'SVA': -4.21484375}",PREP,"{'G': 1.6474609375, 'PREP': 5.5703125, 'DET': -6.3984375, 'SVA': -5.5859375}"
"Nowadays, I remember this story as a bad experience.",G,Preposition_Replacing,PREP,"{'G': 2.314453125, 'PREP': 3.544921875, 'DET': -4.19140625, 'SVA': -4.02734375}",PREP,"{'G': 3.1953125, 'PREP': 4.80078125, 'DET': -4.9453125, 'SVA': -4.15625}",PREP,"{'G': 2.853515625, 'PREP': 4.34375, 'DET': -6.72265625, 'SVA': -5.44140625}"
"If we want to do something, we can do it at night the same as in the day.",G,Preposition_Missing,PREP,"{'G': 2.4375, 'PREP': 3.490234375, 'DET': -4.38671875, 'SVA': -3.99609375}",PREP,"{'G': 3.298828125, 'PREP': 4.8046875, 'DET': -5.01171875, 'SVA': -4.21484375}",PREP,"{'G': 2.39453125, 'PREP': 4.92578125, 'DET': -6.6953125, 'SVA': -5.6484375}"
Well I believe that it was a bad day but I would like you to give me my money back because in the advertisement there were some things that we didn't have in the theatre.,G,Preposition_Replacing,PREP,"{'G': 2.630859375, 'PREP': 3.384765625, 'DET': -4.48828125, 'SVA': -4.0859375}",PREP,"{'G': 3.431640625, 'PREP': 4.79296875, 'DET': -5.05078125, 'SVA': -4.34375}",PREP,"{'G': 2.23828125, 'PREP': 5.1484375, 'DET': -6.72265625, 'SVA': -5.71484375}"
The aim of this report is to summarize the pupil's attitudes to the video they have to make and to suggest which lessons and other activities should be filmed.,G,Preposition_Replacing,PREP,"{'G': 2.970703125, 'PREP': 3.095703125, 'DET': -4.8203125, 'SVA': -4.07421875}",PREP,"{'G': 4.22265625, 'PREP': 4.3671875, 'DET': -5.41796875, 'SVA': -4.90625}",PREP,"{'G': 1.3115234375, 'PREP': 5.65625, 'DET': -6.0546875, 'SVA': -5.4140625}"
I don't think you can believe what I've told you but I won't forget this experience.,G,Preposition_Unnecessary,PREP,"{'G': 2.474609375, 'PREP': 3.330078125, 'DET': -3.833984375, 'SVA': -4.3515625}",PREP,"{'G': 3.44921875, 'PREP': 4.7734375, 'DET': -5.0078125, 'SVA': -4.41015625}",PREP,"{'G': 1.9921875, 'PREP': 5.3203125, 'DET': -6.5625, 'SVA': -5.6640625}"
Pat was the only person who had known it.,PREP,Preposition_Missing,G,"{'G': 4.90625, 'PREP': -1.0341796875, 'DET': -4.54296875, 'SVA': -3.310546875}",G,"{'G': 5.97265625, 'PREP': 1.1953125, 'DET': -5.296875, 'SVA': -4.4453125}",G,"{'G': 7.21484375, 'PREP': -2.12109375, 'DET': -5.84765625, 'SVA': -3.125}"
"The first and most important thing is that modern technology has made our life easier, for instance the rice cooker is a great invention, all you have to do is put rice in it and switch it on, it makes cooking more efficient.",G,Preposition_Replacing,PREP,"{'G': 2.484375, 'PREP': 3.470703125, 'DET': -4.48046875, 'SVA': -3.978515625}",PREP,"{'G': 3.39453125, 'PREP': 4.796875, 'DET': -5.0390625, 'SVA': -4.3203125}",PREP,"{'G': 2.162109375, 'PREP': 5.21875, 'DET': -6.69921875, 'SVA': -5.71484375}"
"First, the actors that the Circle theatre publicised on their tickets for Over the Rainbow were not there, which was very disappointing because the actors starring the musical were one of its major attractions.",PREP,Preposition_Missing,G,"{'G': 3.15234375, 'PREP': 2.876953125, 'DET': -4.7578125, 'SVA': -4.19921875}",G,"{'G': 4.47265625, 'PREP': 4.1171875, 'DET': -5.375, 'SVA': -5.0234375}",G,"{'G': 4.828125, 'PREP': 1.6435546875, 'DET': -6.66015625, 'SVA': -4.3984375}"
That's a place where you lose too much time and health.,G,Preposition_Unnecessary,PREP,"{'G': 2.03515625, 'PREP': 3.619140625, 'DET': -3.576171875, 'SVA': -4.171875}",PREP,"{'G': 3.240234375, 'PREP': 4.80859375, 'DET': -4.9609375, 'SVA': -4.18359375}",PREP,"{'G': 2.3828125, 'PREP': 4.97265625, 'DET': -6.69921875, 'SVA': -5.7109375}"
"I've recently started classes so all the rules were given to us, as you know, on the first day.",G,Preposition_Missing,PREP,"{'G': 2.4609375, 'PREP': 3.48046875, 'DET': -4.32421875, 'SVA': -4.078125}",PREP,"{'G': 3.556640625, 'PREP': 4.75, 'DET': -5.171875, 'SVA': -4.41796875}",PREP,"{'G': 3.412109375, 'PREP': 3.755859375, 'DET': -6.84375, 'SVA': -5.33984375}"
I have gone out onto the street and I have asked people this question.,G,Preposition_Unnecessary,PREP,"{'G': 2.7421875, 'PREP': 3.3046875, 'DET': -4.5, 'SVA': -4.15234375}",PREP,"{'G': 3.193359375, 'PREP': 4.8046875, 'DET': -4.9609375, 'SVA': -4.1328125}",PREP,"{'G': 1.6171875, 'PREP': 5.578125, 'DET': -6.34765625, 'SVA': -5.59375}"
"Of course, you should give a refund for the money spent, not only to me but to all the audience.",G,Preposition_Replacing,PREP,"{'G': 2.6171875, 'PREP': 3.39453125, 'DET': -4.56640625, 'SVA': -4.0234375}",PREP,"{'G': 4.24609375, 'PREP': 4.33203125, 'DET': -5.65234375, 'SVA': -4.6953125}",PREP,"{'G': 1.314453125, 'PREP': 5.65625, 'DET': -6.1015625, 'SVA': -5.3671875}"
"After having thought about this video and asked various people so as to know what they suggested, I reached the following conclusions : we must film the lessons which are the most important and the activities which take up a great part of a day at school ; this being in three parts.",G,Preposition_Replacing,PREP,"{'G': 2.53515625, 'PREP': 3.4296875, 'DET': -4.4453125, 'SVA': -4.0390625}",PREP,"{'G': 3.3828125, 'PREP': 4.796875, 'DET': -5.03125, 'SVA': -4.30078125}",PREP,"{'G': 2.482421875, 'PREP': 4.90625, 'DET': -6.71484375, 'SVA': -5.7421875}"
I would like to book my tickets for the beginning of July.,G,Preposition_Replacing,PREP,"{'G': 2.19921875, 'PREP': 3.484375, 'DET': -3.484375, 'SVA': -4.33984375}",PREP,"{'G': 3.2890625, 'PREP': 4.80078125, 'DET': -4.98828125, 'SVA': -4.23046875}",PREP,"{'G': -0.0242462158203125, 'PREP': 5.4921875, 'DET': -3.556640625, 'SVA': -5.01953125}"
I am writing in response to your letter which I received two days go and in order to answer all questions I was asked.,G,Preposition_Unnecessary,PREP,"{'G': 2.4609375, 'PREP': 3.4921875, 'DET': -4.44140625, 'SVA': -3.9765625}",PREP,"{'G': 3.783203125, 'PREP': 4.65625, 'DET': -5.375, 'SVA': -4.5703125}",PREP,"{'G': 2.099609375, 'PREP': 5.28125, 'DET': -6.61328125, 'SVA': -5.75390625}"
Specially at sailing and swimming.,PREP,Preposition_Unnecessary,G,"{'G': 5.19921875, 'PREP': -1.9775390625, 'DET': -5.046875, 'SVA': -2.314453125}",G,"{'G': 6.70703125, 'PREP': -2.029296875, 'DET': -4.875, 'SVA': -2.2578125}",G,"{'G': 4.1875, 'PREP': 2.439453125, 'DET': -6.6640625, 'SVA': -4.65625}"
In my opinion modern technology has not really changed my daily life a lot because I am just 20 years old and I used to play with a computer when I was young or wash my clothes in the washing machine.,G,Preposition_Missing,PREP,"{'G': 2.638671875, 'PREP': 3.390625, 'DET': -4.46875, 'SVA': -4.12109375}",PREP,"{'G': 3.4453125, 'PREP': 4.7890625, 'DET': -5.09765625, 'SVA': -4.3359375}",PREP,"{'G': 2.576171875, 'PREP': 4.765625, 'DET': -6.75390625, 'SVA': -5.66015625}"
The oases hurts this doctor.,SVA,irregular_plural_subject_verb_agreement_2,G,"{'G': 3.017578125, 'PREP': -3.171875, 'DET': -4.2109375, 'SVA': 2.03515625}",G,"{'G': 4.7109375, 'PREP': -3.23828125, 'DET': -5.70703125, 'SVA': 1.9892578125}",G,"{'G': 6.828125, 'PREP': -2.80859375, 'DET': -5.28515625, 'SVA': -1.8447265625}"
"The man said it was OK this time and we got in quite easily, we'd made it.",G,Preposition_Unnecessary,PREP,"{'G': 2.458984375, 'PREP': 3.490234375, 'DET': -4.33203125, 'SVA': -4.06640625}",PREP,"{'G': 3.373046875, 'PREP': 4.796875, 'DET': -5.0, 'SVA': -4.3203125}",PREP,"{'G': 2.240234375, 'PREP': 5.015625, 'DET': -6.578125, 'SVA': -5.609375}"
"Most of people think that character, person and clothes are of a piece.",PREP,Preposition_Unnecessary,G,"{'G': 5.04296875, 'PREP': -1.60546875, 'DET': -4.37890625, 'SVA': -3.0234375}",G,"{'G': 5.6796875, 'PREP': 1.6865234375, 'DET': -4.88671875, 'SVA': -4.8046875}",G,"{'G': 7.0078125, 'PREP': -1.6728515625, 'DET': -6.28125, 'SVA': -3.119140625}"
I would like to choose surfing as my second activity.,G,Preposition_Replacing,PREP,"{'G': 2.095703125, 'PREP': 3.59765625, 'DET': -3.607421875, 'SVA': -4.21484375}",PREP,"{'G': 3.474609375, 'PREP': 4.7734375, 'DET': -5.13671875, 'SVA': -4.37109375}",PREP,"{'G': 2.509765625, 'PREP': 4.75390625, 'DET': -6.58984375, 'SVA': -5.6328125}"
It was so difficult for me because I had been really scared to stand on a high place since I was young.,G,Preposition_Replacing,PREP,"{'G': 2.6015625, 'PREP': 3.40234375, 'DET': -4.4765625, 'SVA': -4.078125}",PREP,"{'G': 3.5234375, 'PREP': 4.765625, 'DET': -5.08984375, 'SVA': -4.44140625}",PREP,"{'G': 1.728515625, 'PREP': 5.5390625, 'DET': -6.44921875, 'SVA': -5.640625}"
We found two good hotels and we decided on the Palace Hotel.,G,Preposition_Replacing,PREP,"{'G': 2.2421875, 'PREP': 3.5859375, 'DET': -4.15234375, 'SVA': -3.974609375}",PREP,"{'G': 4.2109375, 'PREP': 4.3828125, 'DET': -5.41015625, 'SVA': -4.9140625}",PREP,"{'G': 0.477294921875, 'PREP': 5.6640625, 'DET': -4.66796875, 'SVA': -5.16015625}"
