text,labels,UID,v20_l4_e9_preds,v20_l4_e9_probs,BB_RoBERTa_preds,BB_RoBERTa_probs,O_RoBERTa_preds,O_RoBERTa_probs
Homer wouldn't go to these banks.,G,determiner_noun_agreement_2,G,"{'G': 5.20703125, 'PREP': -2.19140625, 'DET': -4.6328125, 'SVA': -2.458984375}",G,"{'G': 6.84375, 'PREP': -2.16796875, 'DET': -4.609375, 'SVA': -2.578125}",G,"{'G': 7.2109375, 'PREP': -2.44140625, 'DET': -5.16015625, 'SVA': -3.1640625}"
Thomas has hidden those small tooth.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.39453125, 'PREP': -1.30859375, 'DET': 8.5234375, 'SVA': -1.3642578125}",DET,"{'G': -2.353515625, 'PREP': -2.068359375, 'DET': 9.2734375, 'SVA': -3.142578125}",DET,"{'G': -2.876953125, 'PREP': -2.4765625, 'DET': 11.15625, 'SVA': -1.60546875}"
Deanna explores these oasis.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.55078125, 'PREP': -1.146484375, 'DET': 8.53125, 'SVA': -1.291015625}",DET,"{'G': -2.447265625, 'PREP': -2.251953125, 'DET': 9.3046875, 'SVA': -2.896484375}",DET,"{'G': -2.71875, 'PREP': -2.720703125, 'DET': 11.203125, 'SVA': -1.5419921875}"
Caroline was observing that standing man.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 5.19140625, 'PREP': -2.251953125, 'DET': -4.69140625, 'SVA': -2.3125}",G,"{'G': 6.80078125, 'PREP': -2.35546875, 'DET': -4.44921875, 'SVA': -2.490234375}",G,"{'G': 7.2109375, 'PREP': -2.4453125, 'DET': -5.11328125, 'SVA': -3.19140625}"
This analysis has appeared to alarm Steve.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.16015625, 'PREP': -2.32421875, 'DET': -4.640625, 'SVA': -2.20703125}",G,"{'G': 6.77734375, 'PREP': -2.388671875, 'DET': -4.70703125, 'SVA': -2.17578125}",G,"{'G': 7.1875, 'PREP': -2.4296875, 'DET': -5.265625, 'SVA': -3.111328125}"
Lori hasn't exited that grocery stores.,DET,determiner_noun_agreement_1,DET,"{'G': -2.01953125, 'PREP': -1.587890625, 'DET': 8.390625, 'SVA': -1.5634765625}",DET,"{'G': -2.681640625, 'PREP': -2.333984375, 'DET': 9.3828125, 'SVA': -2.63671875}",DET,"{'G': -2.451171875, 'PREP': -2.76171875, 'DET': 11.1328125, 'SVA': -1.8359375}"
Every axis hasn't looked like most prints.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.08984375, 'PREP': -2.4765625, 'DET': -4.45703125, 'SVA': -2.07421875}",G,"{'G': 6.8359375, 'PREP': -2.27734375, 'DET': -4.40234375, 'SVA': -2.576171875}",G,"{'G': 7.2421875, 'PREP': -2.32421875, 'DET': -5.46484375, 'SVA': -3.16796875}"
These hypotheses embarrass Dennis.,G,irregular_plural_subject_verb_agreement_1,G,"{'G': 5.0546875, 'PREP': -2.39453125, 'DET': -5.125, 'SVA': -1.513671875}",G,"{'G': 6.65234375, 'PREP': -2.654296875, 'DET': -4.046875, 'SVA': -2.255859375}",G,"{'G': 6.6328125, 'PREP': -2.857421875, 'DET': -5.15625, 'SVA': -1.625}"
Clyde had that exposed axes.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -1.9501953125, 'PREP': -1.58203125, 'DET': 8.3671875, 'SVA': -1.67578125}",DET,"{'G': -2.650390625, 'PREP': -2.298828125, 'DET': 9.3671875, 'SVA': -2.681640625}",DET,"{'G': -2.822265625, 'PREP': -2.40234375, 'DET': 11.125, 'SVA': -1.806640625}"
"We are really satisfied with the sightseeing by bus, and in going to the National Gallery, but the whole class would like to go to The London Fashion Show and it will be free.",PREP,Preposition_Replacing,PREP,"{'G': 2.7578125, 'PREP': 3.296875, 'DET': -4.65234375, 'SVA': -4.06640625}",PREP,"{'G': 4.296875, 'PREP': 4.30078125, 'DET': -5.51953125, 'SVA': -4.8203125}",PREP,"{'G': 1.7958984375, 'PREP': 5.4921875, 'DET': -6.49609375, 'SVA': -5.6484375}"
Most customers have gone to those oasis.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.40234375, 'PREP': -1.1376953125, 'DET': 8.515625, 'SVA': -1.53125}",DET,"{'G': -2.009765625, 'PREP': -2.146484375, 'DET': 9.0859375, 'SVA': -3.3359375}",DET,"{'G': -2.568359375, 'PREP': -2.76171875, 'DET': 11.1875, 'SVA': -1.6943359375}"
Some lakes confused this unlucky woman.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 5.1640625, 'PREP': -2.234375, 'DET': -4.38671875, 'SVA': -2.517578125}",G,"{'G': 6.8046875, 'PREP': -2.302734375, 'DET': -4.48828125, 'SVA': -2.48828125}",G,"{'G': 7.1015625, 'PREP': -2.630859375, 'DET': -5.03125, 'SVA': -2.81640625}"
The drivers hadn't returned to themselves.,G,anaphor_number_agreement,G,"{'G': 5.13671875, 'PREP': -2.3671875, 'DET': -4.48046875, 'SVA': -2.248046875}",G,"{'G': 6.82421875, 'PREP': -1.9912109375, 'DET': -4.37109375, 'SVA': -2.95703125}",G,"{'G': 7.21875, 'PREP': -2.400390625, 'DET': -5.19140625, 'SVA': -3.236328125}"
Joel approaches this actresses.,DET,determiner_noun_agreement_2,DET,"{'G': -2.283203125, 'PREP': -1.4345703125, 'DET': 8.484375, 'SVA': -1.3828125}",DET,"{'G': -2.76171875, 'PREP': -2.396484375, 'DET': 9.390625, 'SVA': -2.5}",DET,"{'G': -2.66796875, 'PREP': -2.63671875, 'DET': 11.203125, 'SVA': -1.767578125}"
The pictures of Martha doesn't disgust Anne.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.439453125, 'PREP': -1.638671875, 'DET': -2.111328125, 'SVA': 6.11328125}",SVA,"{'G': -2.439453125, 'PREP': -2.85546875, 'DET': -2.833984375, 'SVA': 7.7421875}",SVA,"{'G': -2.1015625, 'PREP': -3.107421875, 'DET': -1.98046875, 'SVA': 9.3359375}"
The women has read.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.49609375, 'PREP': -1.62890625, 'DET': -2.01171875, 'SVA': 6.1015625}",SVA,"{'G': -2.33984375, 'PREP': -2.88671875, 'DET': -2.931640625, 'SVA': 7.734375}",SVA,"{'G': -2.166015625, 'PREP': -3.212890625, 'DET': -1.6962890625, 'SVA': 9.390625}"
A person hadn't boasted about that waiters.,DET,determiner_noun_agreement_2,DET,"{'G': -1.8330078125, 'PREP': -1.7333984375, 'DET': 8.2890625, 'SVA': -1.6474609375}",DET,"{'G': -2.572265625, 'PREP': -2.482421875, 'DET': 9.3046875, 'SVA': -2.57421875}",DET,"{'G': -2.3203125, 'PREP': -2.884765625, 'DET': 11.1015625, 'SVA': -1.810546875}"
Aaron could think about these medium.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.7421875, 'PREP': -0.900390625, 'DET': 8.5, 'SVA': -1.2509765625}",DET,"{'G': -2.271484375, 'PREP': -2.13671875, 'DET': 9.2265625, 'SVA': -3.15625}",DET,"{'G': -2.568359375, 'PREP': -2.771484375, 'DET': 11.1640625, 'SVA': -1.66796875}"
The cousin of a lot of customers have cooked.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -1.42578125, 'PREP': -1.5859375, 'DET': -2.18359375, 'SVA': 6.1015625}",SVA,"{'G': -2.375, 'PREP': -2.650390625, 'DET': -3.1796875, 'SVA': 7.7265625}",SVA,"{'G': -2.35546875, 'PREP': -3.037109375, 'DET': -1.6943359375, 'SVA': 9.390625}"
Anne was investigated.,G,passive_2,G,"{'G': 5.1796875, 'PREP': -2.294921875, 'DET': -4.6484375, 'SVA': -2.26953125}",G,"{'G': 6.8359375, 'PREP': -1.8740234375, 'DET': -4.52734375, 'SVA': -2.970703125}",G,"{'G': 7.16796875, 'PREP': -2.544921875, 'DET': -5.05078125, 'SVA': -3.02734375}"
Ella does bike to that big college campuses.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -1.6357421875, 'PREP': -1.6181640625, 'DET': 8.1875, 'SVA': -2.04296875}",DET,"{'G': -2.091796875, 'PREP': -2.384765625, 'DET': 9.1328125, 'SVA': -3.068359375}",DET,"{'G': -2.572265625, 'PREP': -2.560546875, 'DET': 11.0703125, 'SVA': -1.912109375}"
Rachel hasn't forgotten about herself climbing down many stairs.,G,principle_A_case_2,G,"{'G': 5.09375, 'PREP': -2.33203125, 'DET': -4.203125, 'SVA': -2.48046875}",G,"{'G': 6.84375, 'PREP': -2.041015625, 'DET': -4.41796875, 'SVA': -2.9140625}",G,"{'G': 7.2578125, 'PREP': -2.275390625, 'DET': -5.4453125, 'SVA': -3.28125}"
These oases are hard to arrive at.,G,tough_vs_raising_1,G,"{'G': 5.20703125, 'PREP': -2.14453125, 'DET': -4.640625, 'SVA': -2.48046875}",G,"{'G': 6.75, 'PREP': -2.4296875, 'DET': -3.98046875, 'SVA': -2.703125}",G,"{'G': 7.234375, 'PREP': -2.33984375, 'DET': -5.375, 'SVA': -3.185546875}"
The hidden jacket wasn't gray.,G,irregular_past_participle_adjectives,G,"{'G': 5.12890625, 'PREP': -2.41796875, 'DET': -4.6484375, 'SVA': -2.0390625}",G,"{'G': 6.734375, 'PREP': -2.5, 'DET': -4.51171875, 'SVA': -2.140625}",G,"{'G': 7.203125, 'PREP': -2.439453125, 'DET': -5.11328125, 'SVA': -3.21484375}"
Wayne appreciated these boy.,DET,determiner_noun_agreement_2,DET,"{'G': -2.376953125, 'PREP': -1.255859375, 'DET': 8.5234375, 'SVA': -1.453125}",DET,"{'G': -2.431640625, 'PREP': -2.12890625, 'DET': 9.2890625, 'SVA': -3.0234375}",DET,"{'G': -2.626953125, 'PREP': -2.751953125, 'DET': 11.1796875, 'SVA': -1.625}"
The grandfathers of Diana drinks.,SVA,distractor_agreement_relational_noun,SVA,"{'G': 0.1939697265625, 'PREP': -2.63671875, 'DET': -3.296875, 'SVA': 5.65625}",SVA,"{'G': -2.041015625, 'PREP': -2.802734375, 'DET': -3.3203125, 'SVA': 7.64453125}",SVA,"{'G': -2.1484375, 'PREP': -3.14453125, 'DET': -1.8388671875, 'SVA': 9.375}"
Becky fixes that small feet.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.177734375, 'PREP': -1.380859375, 'DET': 8.4765625, 'SVA': -1.5888671875}",DET,"{'G': -2.6953125, 'PREP': -2.34765625, 'DET': 9.375, 'SVA': -2.609375}",DET,"{'G': -2.748046875, 'PREP': -2.4921875, 'DET': 11.1015625, 'SVA': -1.76953125}"
The child has most pictures.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 5.1171875, 'PREP': -2.310546875, 'DET': -4.4609375, 'SVA': -2.296875}",G,"{'G': 6.7734375, 'PREP': -2.396484375, 'DET': -4.61328125, 'SVA': -2.1640625}",G,"{'G': 7.24609375, 'PREP': -2.25, 'DET': -5.65234375, 'SVA': -3.09375}"
The child are hunting.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.6689453125, 'PREP': -1.4912109375, 'DET': -1.8232421875, 'SVA': 6.07421875}",SVA,"{'G': -2.68359375, 'PREP': -2.017578125, 'DET': -3.13671875, 'SVA': 7.55859375}",SVA,"{'G': -2.392578125, 'PREP': -3.16796875, 'DET': -1.4560546875, 'SVA': 9.453125}"
There were few glaciers stunning Benjamin.,G,existential_there_quantifiers_1,G,"{'G': 5.10546875, 'PREP': -2.462890625, 'DET': -4.5703125, 'SVA': -2.0}",G,"{'G': 6.77734375, 'PREP': -2.337890625, 'DET': -4.53125, 'SVA': -2.40234375}",G,"{'G': 7.12109375, 'PREP': -2.560546875, 'DET': -5.1640625, 'SVA': -2.828125}"
This person hadn't healed these lucky dancers.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 5.15234375, 'PREP': -2.380859375, 'DET': -4.49609375, 'SVA': -2.2578125}",G,"{'G': 6.83984375, 'PREP': -2.23046875, 'DET': -4.515625, 'SVA': -2.544921875}",G,"{'G': 7.21875, 'PREP': -2.41015625, 'DET': -5.171875, 'SVA': -3.240234375}"
Christine wouldn't conceal this lost stimulus.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 5.19140625, 'PREP': -2.2421875, 'DET': -4.5390625, 'SVA': -2.43359375}",G,"{'G': 6.81640625, 'PREP': -2.236328125, 'DET': -4.44921875, 'SVA': -2.6328125}",G,"{'G': 7.203125, 'PREP': -2.451171875, 'DET': -4.98046875, 'SVA': -3.291015625}"
This committee isn't describing this good pamphlet.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 5.04296875, 'PREP': -2.333984375, 'DET': -4.06640625, 'SVA': -2.47265625}",G,"{'G': 6.78515625, 'PREP': -2.369140625, 'DET': -4.60546875, 'SVA': -2.341796875}",G,"{'G': 7.25, 'PREP': -2.333984375, 'DET': -5.3046875, 'SVA': -3.283203125}"
Rebecca leaves that standing waiters.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.12109375, 'PREP': -1.5087890625, 'DET': 8.4296875, 'SVA': -1.51171875}",DET,"{'G': -2.619140625, 'PREP': -2.361328125, 'DET': 9.3515625, 'SVA': -2.6640625}",DET,"{'G': -2.765625, 'PREP': -2.439453125, 'DET': 11.0703125, 'SVA': -1.787109375}"
All lakes don't astound those legislatures.,G,determiner_noun_agreement_1,G,"{'G': 5.15625, 'PREP': -2.375, 'DET': -4.5390625, 'SVA': -2.232421875}",G,"{'G': 6.73046875, 'PREP': -2.548828125, 'DET': -4.08984375, 'SVA': -2.44140625}",G,"{'G': 7.20703125, 'PREP': -2.4140625, 'DET': -5.3046875, 'SVA': -3.099609375}"
A doctor hasn't cleaned these bad mall.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.3515625, 'PREP': -1.341796875, 'DET': 8.515625, 'SVA': -1.4013671875}",DET,"{'G': -2.333984375, 'PREP': -2.2265625, 'DET': 9.25, 'SVA': -3.01953125}",DET,"{'G': -2.517578125, 'PREP': -2.765625, 'DET': 11.1640625, 'SVA': -1.7490234375}"
Only a lamp ever brightened.,G,only_npi_licensor_present,G,"{'G': 4.9296875, 'PREP': -1.8349609375, 'DET': -3.60546875, 'SVA': -3.224609375}",G,"{'G': 6.78125, 'PREP': -2.130859375, 'DET': -4.84765625, 'SVA': -2.359375}",G,"{'G': 7.21875, 'PREP': -2.404296875, 'DET': -5.16796875, 'SVA': -3.2578125}"
A lot of nieces of a child aren't difficult to respect.,G,tough_vs_raising_1,G,"{'G': 4.390625, 'PREP': -2.9140625, 'DET': -4.1171875, 'SVA': -0.70263671875}",G,"{'G': 6.83203125, 'PREP': -2.080078125, 'DET': -4.6015625, 'SVA': -2.72265625}",G,"{'G': 7.2265625, 'PREP': -2.177734375, 'DET': -5.74609375, 'SVA': -3.13671875}"
A university that criticized those guests do discuss Denise.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -1.1435546875, 'PREP': -1.927734375, 'DET': -2.302734375, 'SVA': 6.125}",SVA,"{'G': -2.390625, 'PREP': -2.49609375, 'DET': -3.296875, 'SVA': 7.6875}",SVA,"{'G': -2.349609375, 'PREP': -3.08984375, 'DET': -1.630859375, 'SVA': 9.4140625}"
Judy can't conceal that popular stories.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.01953125, 'PREP': -1.4072265625, 'DET': 8.40625, 'SVA': -1.787109375}",DET,"{'G': -2.63671875, 'PREP': -2.306640625, 'DET': 9.3671875, 'SVA': -2.70703125}",DET,"{'G': -2.4921875, 'PREP': -2.69921875, 'DET': 11.125, 'SVA': -1.8662109375}"
Colleen wasn't returning to these woman.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.251953125, 'PREP': -1.4052734375, 'DET': 8.4921875, 'SVA': -1.462890625}",DET,"{'G': -1.7109375, 'PREP': -2.171875, 'DET': 8.9296875, 'SVA': -3.53125}",DET,"{'G': -2.470703125, 'PREP': -2.87890625, 'DET': 11.171875, 'SVA': -1.650390625}"
Many glasses that did hurt David do look like most pictures.,G,distractor_agreement_relative_clause,G,"{'G': 4.96484375, 'PREP': -2.408203125, 'DET': -3.837890625, 'SVA': -2.388671875}",G,"{'G': 6.7421875, 'PREP': -2.388671875, 'DET': -4.07421875, 'SVA': -2.6875}",G,"{'G': 7.20703125, 'PREP': -2.380859375, 'DET': -5.45703125, 'SVA': -3.017578125}"
Many dancers can question some people that Gina argued about that see an eye.,G,wh_questions_subject_gap_long_distance,G,"{'G': 5.15234375, 'PREP': -2.392578125, 'DET': -4.6640625, 'SVA': -2.091796875}",G,"{'G': 6.81640625, 'PREP': -2.0703125, 'DET': -4.484375, 'SVA': -2.8046875}",G,"{'G': 7.19921875, 'PREP': -2.33203125, 'DET': -5.5625, 'SVA': -3.01171875}"
Some committees that worry Kendra dislikes a lot of women.,SVA,distractor_agreement_relative_clause,SVA,"{'G': 1.984375, 'PREP': -3.04296875, 'DET': -4.17578125, 'SVA': 3.767578125}",SVA,"{'G': -1.4306640625, 'PREP': -3.142578125, 'DET': -3.8828125, 'SVA': 7.53515625}",SVA,"{'G': -2.126953125, 'PREP': -3.177734375, 'DET': -1.8349609375, 'SVA': 9.3671875}"
What men was this window confusing and Mary watching?,G,coordinate_structure_constraint_complex_left_branch,G,"{'G': 5.08984375, 'PREP': -1.509765625, 'DET': -4.66796875, 'SVA': -2.982421875}",G,"{'G': 6.86328125, 'PREP': -1.6630859375, 'DET': -4.7890625, 'SVA': -3.05859375}",G,"{'G': 7.203125, 'PREP': -2.38671875, 'DET': -5.3046875, 'SVA': -3.126953125}"
An actor is disgusting that unsure men.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.19140625, 'PREP': -1.3466796875, 'DET': 8.4765625, 'SVA': -1.6201171875}",DET,"{'G': -2.333984375, 'PREP': -2.318359375, 'DET': 9.2578125, 'SVA': -2.943359375}",DET,"{'G': -2.701171875, 'PREP': -2.291015625, 'DET': 10.9375, 'SVA': -2.013671875}"
The child were observing Wendy.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -1.564453125, 'PREP': -1.591796875, 'DET': -1.9189453125, 'SVA': 6.10546875}",SVA,"{'G': -2.498046875, 'PREP': -2.3984375, 'DET': -3.189453125, 'SVA': 7.68359375}",SVA,"{'G': -2.298828125, 'PREP': -3.177734375, 'DET': -1.599609375, 'SVA': 9.4375}"
Connie can't notice these theses.,G,determiner_noun_agreement_irregular_1,G,"{'G': 5.1796875, 'PREP': -2.1953125, 'DET': -4.43359375, 'SVA': -2.578125}",G,"{'G': 6.86328125, 'PREP': -2.09375, 'DET': -4.50390625, 'SVA': -2.794921875}",G,"{'G': 7.2109375, 'PREP': -2.451171875, 'DET': -5.07421875, 'SVA': -3.20703125}"
The feet vanish.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 5.1640625, 'PREP': -2.33984375, 'DET': -4.81640625, 'SVA': -2.03515625}",G,"{'G': 6.61328125, 'PREP': -2.619140625, 'DET': -3.72265625, 'SVA': -2.482421875}",G,"{'G': 7.046875, 'PREP': -2.689453125, 'DET': -5.07421875, 'SVA': -2.62890625}"
A cashier does drive to that oasis.,G,determiner_noun_agreement_irregular_2,G,"{'G': 5.1796875, 'PREP': -2.29296875, 'DET': -4.55859375, 'SVA': -2.353515625}",G,"{'G': 6.765625, 'PREP': -2.423828125, 'DET': -4.625, 'SVA': -2.22265625}",G,"{'G': 7.21875, 'PREP': -2.427734375, 'DET': -5.27734375, 'SVA': -3.10546875}"
Lori wasn't hiring that delighted men.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.134765625, 'PREP': -1.455078125, 'DET': 8.4609375, 'SVA': -1.5693359375}",DET,"{'G': -2.490234375, 'PREP': -2.333984375, 'DET': 9.3203125, 'SVA': -2.80859375}",DET,"{'G': -2.48046875, 'PREP': -2.734375, 'DET': 11.1328125, 'SVA': -1.8232421875}"
The pedestrians discusses Rebecca.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -0.402099609375, 'PREP': -2.275390625, 'DET': -3.021484375, 'SVA': 6.00390625}",SVA,"{'G': -1.2275390625, 'PREP': -3.076171875, 'DET': -4.12890625, 'SVA': 7.4609375}",SVA,"{'G': -2.169921875, 'PREP': -3.171875, 'DET': -1.765625, 'SVA': 9.3828125}"
High schools stun this men.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.46875, 'PREP': -1.0966796875, 'DET': 8.5390625, 'SVA': -1.4931640625}",DET,"{'G': -2.796875, 'PREP': -2.486328125, 'DET': 9.3828125, 'SVA': -2.37109375}",DET,"{'G': -2.376953125, 'PREP': -2.8984375, 'DET': 11.140625, 'SVA': -1.7451171875}"
Rodney questions most children that Lawrence was praising.,G,wh_questions_object_gap,G,"{'G': 5.1796875, 'PREP': -2.296875, 'DET': -4.5703125, 'SVA': -2.33203125}",G,"{'G': 6.76171875, 'PREP': -2.2734375, 'DET': -4.6015625, 'SVA': -2.4296875}",G,"{'G': 7.2265625, 'PREP': -2.3984375, 'DET': -5.3359375, 'SVA': -3.095703125}"
"Sometimes when we go shopping with someone who is not good company, we don't have a great time, or when we know what we want to buy, but when we get to the store they don't have what we want, in that instance we need to shop also when is an important day like Father's day or Christmas everywhere we want to go and buy something it is very crowded so we can't find what we are looking for with calmly because everybody is pushing you in the other direction to the one you want",PREP,Preposition_Unnecessary,PREP,"{'G': 2.4921875, 'PREP': 3.466796875, 'DET': -4.43359375, 'SVA': -4.0234375}",PREP,"{'G': 3.810546875, 'PREP': 4.6484375, 'DET': -5.29296875, 'SVA': -4.61328125}",PREP,"{'G': 2.150390625, 'PREP': 5.234375, 'DET': -6.6953125, 'SVA': -5.7109375}"
The library has these lice.,G,determiner_noun_agreement_irregular_2,G,"{'G': 5.15234375, 'PREP': -2.322265625, 'DET': -4.5, 'SVA': -2.328125}",G,"{'G': 6.85546875, 'PREP': -2.2421875, 'DET': -4.625, 'SVA': -2.4609375}",G,"{'G': 7.2109375, 'PREP': -2.412109375, 'DET': -5.2421875, 'SVA': -3.173828125}"
The customers who respected Angela dislikes Deanna.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -1.1474609375, 'PREP': -1.8896484375, 'DET': -2.33203125, 'SVA': 6.140625}",SVA,"{'G': -1.77734375, 'PREP': -3.033203125, 'DET': -3.578125, 'SVA': 7.66015625}",SVA,"{'G': -2.169921875, 'PREP': -3.125, 'DET': -1.8525390625, 'SVA': 9.375}"
The worn sweaters are black.,G,irregular_past_participle_adjectives,G,"{'G': 5.07421875, 'PREP': -2.322265625, 'DET': -4.10546875, 'SVA': -2.494140625}",G,"{'G': 6.72265625, 'PREP': -2.5234375, 'DET': -4.01171875, 'SVA': -2.525390625}",G,"{'G': 7.1640625, 'PREP': -2.52734375, 'DET': -5.16015625, 'SVA': -2.95703125}"
Marie cares for that nice children.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.27734375, 'PREP': -1.4052734375, 'DET': 8.4921875, 'SVA': -1.4072265625}",DET,"{'G': -2.60546875, 'PREP': -2.306640625, 'DET': 9.359375, 'SVA': -2.7265625}",DET,"{'G': -2.716796875, 'PREP': -2.525390625, 'DET': 11.140625, 'SVA': -1.787109375}"
"However, we have seen an advertisement on an English magazine for the London Fashion and Leisure Show.",PREP,Preposition_Replacing,PREP,"{'G': 2.642578125, 'PREP': 3.376953125, 'DET': -4.48046875, 'SVA': -4.1171875}",PREP,"{'G': 4.11328125, 'PREP': 4.4609375, 'DET': -5.47265625, 'SVA': -4.75390625}",PREP,"{'G': 1.8935546875, 'PREP': 5.4453125, 'DET': -6.5078125, 'SVA': -5.73046875}"
