text,labels,UID,v20_l4_e9_preds,v20_l4_e9_probs,BB_RoBERTa_preds,BB_RoBERTa_probs,O_RoBERTa_preds,O_RoBERTa_probs
"As the record says, our hockey team has been on the top of the league for three successive years.",PREP,Preposition_Replacing,G,"{'G': 3.318359375, 'PREP': 2.619140625, 'DET': -4.71875, 'SVA': -4.24609375}",PREP,"{'G': 3.833984375, 'PREP': 4.65625, 'DET': -5.28125, 'SVA': -4.67578125}",G,"{'G': 4.51171875, 'PREP': 1.9130859375, 'DET': -6.57421875, 'SVA': -4.4375}"
I would like to stay in a log cabin because I have had bad experiences about tents.,PREP,Preposition_Replacing,G,"{'G': 3.193359375, 'PREP': 2.8671875, 'DET': -4.8046875, 'SVA': -4.18359375}",PREP,"{'G': 3.7578125, 'PREP': 4.671875, 'DET': -5.2109375, 'SVA': -4.625}",G,"{'G': 5.00390625, 'PREP': 1.396484375, 'DET': -6.62109375, 'SVA': -4.3515625}"
"To my mind, the class attending a lesson must be shown at first.",PREP,Preposition_Unnecessary,G,"{'G': 3.3203125, 'PREP': 2.671875, 'DET': -4.9140625, 'SVA': -4.1328125}",PREP,"{'G': 3.779296875, 'PREP': 4.66796875, 'DET': -5.36328125, 'SVA': -4.578125}",G,"{'G': 5.9609375, 'PREP': 0.432861328125, 'DET': -6.84765625, 'SVA': -4.140625}"
"It is an obligation to shop medicines, clothes for winter, doctor's visits, and so forth.",PREP,Preposition_Missing,G,"{'G': 3.248046875, 'PREP': 2.794921875, 'DET': -4.90234375, 'SVA': -4.1328125}",PREP,"{'G': 4.12109375, 'PREP': 4.45703125, 'DET': -5.6953125, 'SVA': -4.640625}",G,"{'G': 4.765625, 'PREP': 1.57421875, 'DET': -6.52734375, 'SVA': -4.30078125}"
To hear the voice from the person you love is a feeling that is hard to describe ; it's wonderful and so real. You can imagine their face clearly.,PREP,Preposition_Replacing,G,"{'G': 3.267578125, 'PREP': 2.728515625, 'DET': -4.8359375, 'SVA': -4.17578125}",PREP,"{'G': 4.22265625, 'PREP': 4.37890625, 'DET': -5.44140625, 'SVA': -4.85546875}",G,"{'G': 4.8828125, 'PREP': 1.541015625, 'DET': -6.640625, 'SVA': -4.3359375}"
"Normally, I live in the seaside and I couldn't live without this sport.",PREP,Preposition_Replacing,G,"{'G': 4.41796875, 'PREP': 0.5849609375, 'DET': -5.1484375, 'SVA': -3.650390625}",PREP,"{'G': 3.62109375, 'PREP': 4.71875, 'DET': -5.08203125, 'SVA': -4.546875}",G,"{'G': 5.15234375, 'PREP': 1.3125, 'DET': -6.69140625, 'SVA': -4.38671875}"
"As he closed his eyes, he started to travel across the dark paths of his conscience.",PREP,Preposition_Replacing,G,"{'G': 4.94140625, 'PREP': -0.8798828125, 'DET': -4.98046875, 'SVA': -3.091796875}",PREP,"{'G': 4.1796875, 'PREP': 4.390625, 'DET': -5.3828125, 'SVA': -4.83203125}",G,"{'G': 4.7890625, 'PREP': 1.6640625, 'DET': -6.6328125, 'SVA': -4.390625}"
It will be a presentation of the latest fashions and about leisure and sports wear.,PREP,Preposition_Replacing,G,"{'G': 3.619140625, 'PREP': 2.111328125, 'DET': -4.62890625, 'SVA': -4.234375}",PREP,"{'G': 3.333984375, 'PREP': 4.796875, 'DET': -4.9921875, 'SVA': -4.28125}",G,"{'G': 4.578125, 'PREP': 1.875, 'DET': -6.59765625, 'SVA': -4.4375}"
Nobody told us about the reason for these problems.,PREP,Preposition_Unnecessary,G,"{'G': 4.1328125, 'PREP': 0.4453125, 'DET': -3.62890625, 'SVA': -4.33984375}",PREP,"{'G': 3.8203125, 'PREP': 4.6484375, 'DET': -5.15234375, 'SVA': -4.71484375}",G,"{'G': 7.234375, 'PREP': -2.0390625, 'DET': -5.796875, 'SVA': -3.357421875}"
"Regarding accommodation in log cabins would be better for me, because they are more comfortable.",PREP,Preposition_Unnecessary,G,"{'G': 3.421875, 'PREP': 2.408203125, 'DET': -4.6484375, 'SVA': -4.265625}",PREP,"{'G': 3.40625, 'PREP': 4.79296875, 'DET': -5.02734375, 'SVA': -4.35546875}",G,"{'G': 4.921875, 'PREP': 1.4921875, 'DET': -6.61328125, 'SVA': -4.34375}"
"My golf teacher is my father and I've only played in a practising centre, but my father and his friends say I have good talent of golf.",PREP,Preposition_Replacing,G,"{'G': 3.1640625, 'PREP': 2.8671875, 'DET': -4.71484375, 'SVA': -4.2265625}",PREP,"{'G': 4.09375, 'PREP': 4.484375, 'DET': -5.2890625, 'SVA': -4.90234375}",G,"{'G': 4.7421875, 'PREP': 1.64453125, 'DET': -6.57421875, 'SVA': -4.328125}"
"The main problem I had was the actor, because he wasn't Danny Brook.",PREP,Preposition_Missing,G,"{'G': 3.79296875, 'PREP': 1.9267578125, 'DET': -5.05078125, 'SVA': -4.05859375}",PREP,"{'G': 4.015625, 'PREP': 4.49609375, 'DET': -5.484375, 'SVA': -4.6796875}",G,"{'G': 5.00390625, 'PREP': 1.4111328125, 'DET': -6.6953125, 'SVA': -4.2890625}"
Your letter encloses an application form I have to fill in with some information for the trip.,PREP,Preposition_Replacing,G,"{'G': 4.140625, 'PREP': 1.2158203125, 'DET': -5.1484375, 'SVA': -3.87109375}",PREP,"{'G': 4.203125, 'PREP': 4.328125, 'DET': -5.6484375, 'SVA': -4.69140625}",G,"{'G': 5.02734375, 'PREP': 1.4130859375, 'DET': -6.66015625, 'SVA': -4.36328125}"
