text,labels,UID,BB_RoBERTa_preds,BB_RoBERTa_probs
I would be pleased to help you with all your questions and I will provide you with the information which you need as far as I can.,G,Preposition_Missing,PREP,"{'G': 3.38671875, 'PREP': 4.796875, 'DET': -5.046875, 'SVA': -4.296875}"
So the conference will be a great experience for you and your group.,G,Preposition_Replacing,PREP,"{'G': 3.18359375, 'PREP': 4.8046875, 'DET': -4.921875, 'SVA': -4.1328125}"
"In the last one hundred years science and technology has taken a big step, if we look back.",G,Preposition_Replacing,PREP,"{'G': 3.57421875, 'PREP': 4.7578125, 'DET': -5.234375, 'SVA': -4.4296875}"
I am writing to complain about your musical show. I am not really satisfied with it.,G,Preposition_Replacing,PREP,"{'G': 3.451171875, 'PREP': 4.765625, 'DET': -5.11328125, 'SVA': -4.34765625}"
It was boring that nothing happened for such a long time on the stage.,G,Preposition_Missing,PREP,"{'G': 3.3125, 'PREP': 4.8046875, 'DET': -4.9921875, 'SVA': -4.25390625}"
"On the other hand, some companies offer special services, such as sending your order by post or taking it on the telephone.",G,Preposition_Replacing,PREP,"{'G': 3.236328125, 'PREP': 4.80078125, 'DET': -4.95703125, 'SVA': -4.19140625}"
I am thinking mostly of computers.,G,Preposition_Replacing,PREP,"{'G': 3.126953125, 'PREP': 4.6953125, 'DET': -5.0703125, 'SVA': -3.931640625}"
All these products of science are with me from the very beginning of my day.,G,Preposition_Replacing,PREP,"{'G': 3.337890625, 'PREP': 4.8046875, 'DET': -5.03515625, 'SVA': -4.25}"
I am writing to you concerning your advertisement for the show at the Circle Theatre.,G,Preposition_Replacing,PREP,"{'G': 4.08203125, 'PREP': 4.4609375, 'DET': -5.53125, 'SVA': -4.6875}"
I have just received your letter and I am really looking forward to going on this trip.,G,Preposition_Replacing,PREP,"{'G': 3.90234375, 'PREP': 4.5390625, 'DET': -5.24609375, 'SVA': -4.73046875}"
I am writing to you about an incident that occurred at the musical which was put on at your theatre during my week's holiday in London.,G,Preposition_Replacing,PREP,"{'G': 3.669921875, 'PREP': 4.71875, 'DET': -5.2734375, 'SVA': -4.49609375}"
The other reason I mentioned earlier is a request from the whole class.,G,Preposition_Unnecessary,PREP,"{'G': 3.763671875, 'PREP': 4.671875, 'DET': -5.41015625, 'SVA': -4.51171875}"
Daniela agreed but she knew that it was snowing and that it was dangerous to walk in this kind of weather.,G,Preposition_Replacing,PREP,"{'G': 3.544921875, 'PREP': 4.765625, 'DET': -5.0625, 'SVA': -4.48828125}"
I must say that being at a concert is very nice.,G,Preposition_Replacing,PREP,"{'G': 3.359375, 'PREP': 4.79296875, 'DET': -5.0546875, 'SVA': -4.29296875}"
I believe that most busy people want to go shopping the quick and easy way.,G,Preposition_Unnecessary,PREP,"{'G': 3.2734375, 'PREP': 4.80859375, 'DET': -4.97265625, 'SVA': -4.21484375}"
"Nowadays, I remember this story as a bad experience.",G,Preposition_Replacing,PREP,"{'G': 3.1953125, 'PREP': 4.80078125, 'DET': -4.9453125, 'SVA': -4.15625}"
I have recently been on a holiday to London.,G,Preposition_Replacing,PREP,"{'G': 3.146484375, 'PREP': 4.8046875, 'DET': -4.98828125, 'SVA': -4.05859375}"
"If we want to do something, we can do it at night the same as in the day.",G,Preposition_Missing,PREP,"{'G': 3.298828125, 'PREP': 4.8046875, 'DET': -5.01171875, 'SVA': -4.21484375}"
"If you chose the post, you would be thoroughly exhausted at the end of the concert.",G,Preposition_Replacing,PREP,"{'G': 3.708984375, 'PREP': 4.703125, 'DET': -5.26171875, 'SVA': -4.53125}"
We are very interested in going to this show.,G,Preposition_Missing,PREP,"{'G': 3.298828125, 'PREP': 4.796875, 'DET': -5.0078125, 'SVA': -4.234375}"
I prefer to stay in a tent so I go camping every summer and am used to sleeping in tents.,G,Preposition_Replacing,PREP,"{'G': 3.37890625, 'PREP': 4.79296875, 'DET': -5.0390625, 'SVA': -4.296875}"
"You know that I'm a little bit lazy, but the main reason for not writing to you has been the accumulation of exams during this month.",G,Preposition_Missing,PREP,"{'G': 3.619140625, 'PREP': 4.734375, 'DET': -5.20703125, 'SVA': -4.46875}"
If it is possible I would like to travel in July because school is finishing on the 28th June and I have already accepted a job for August.,G,Preposition_Replacing,PREP,"{'G': 3.517578125, 'PREP': 4.78125, 'DET': -5.1640625, 'SVA': -4.39453125}"
I think it would be better for me to travel in July.,G,Preposition_Replacing,PREP,"{'G': 3.333984375, 'PREP': 4.8046875, 'DET': -5.02734375, 'SVA': -4.24609375}"
Well I believe that it was a bad day but I would like you to give me my money back because in the advertisement there were some things that we didn't have in the theatre.,G,Preposition_Replacing,PREP,"{'G': 3.431640625, 'PREP': 4.79296875, 'DET': -5.05078125, 'SVA': -4.34375}"
HE WANTED TO DIE BECAUSE OF THIS.,G,Preposition_Replacing,PREP,"{'G': 3.8359375, 'PREP': 4.65234375, 'DET': -5.37890625, 'SVA': -4.6328125}"
The aim of this report is to summarize the pupil's attitudes to the video they have to make and to suggest which lessons and other activities should be filmed.,G,Preposition_Replacing,PREP,"{'G': 4.22265625, 'PREP': 4.3671875, 'DET': -5.41796875, 'SVA': -4.90625}"
I don't think you can believe what I've told you but I won't forget this experience.,G,Preposition_Unnecessary,PREP,"{'G': 3.44921875, 'PREP': 4.7734375, 'DET': -5.0078125, 'SVA': -4.41015625}"
"However, there are a few times when you can not enjoy shopping.",G,Preposition_Unnecessary,PREP,"{'G': 3.7578125, 'PREP': 4.6796875, 'DET': -5.33203125, 'SVA': -4.56640625}"
"The first and most important thing is that modern technology has made our life easier, for instance the rice cooker is a great invention, all you have to do is put rice in it and switch it on, it makes cooking more efficient.",G,Preposition_Replacing,PREP,"{'G': 3.39453125, 'PREP': 4.796875, 'DET': -5.0390625, 'SVA': -4.3203125}"
I am writing to you because I would like to provide the information that you ask for.,G,Preposition_Missing,PREP,"{'G': 4.0625, 'PREP': 4.48046875, 'DET': -5.5078125, 'SVA': -4.69140625}"
"Fans weren't allowed to take any sharp things in with them, like knives or scissors.",G,Preposition_Missing,PREP,"{'G': 3.939453125, 'PREP': 4.23046875, 'DET': -5.51171875, 'SVA': -4.31640625}"
"In my opinion, it is great that science and technology improve our life.",G,Preposition_Unnecessary,PREP,"{'G': 3.267578125, 'PREP': 4.8046875, 'DET': -4.95703125, 'SVA': -4.21875}"
"As you possibly already know, the end - of - conference party will take place in the main reception room at the same hotel.",G,Preposition_Replacing,PREP,"{'G': 3.30859375, 'PREP': 4.8046875, 'DET': -5.0, 'SVA': -4.23828125}"
"For this conference I suggest wearing something very comfortable but elegant. The organisation wants all the men to wear a jacket, but a tie is not necessary.",G,Preposition_Unnecessary,PREP,"{'G': 4.0234375, 'PREP': 4.5625, 'DET': -5.35546875, 'SVA': -4.80078125}"
That's a place where you lose too much time and health.,G,Preposition_Unnecessary,PREP,"{'G': 3.240234375, 'PREP': 4.80859375, 'DET': -4.9609375, 'SVA': -4.18359375}"
"I've recently started classes so all the rules were given to us, as you know, on the first day.",G,Preposition_Missing,PREP,"{'G': 3.556640625, 'PREP': 4.75, 'DET': -5.171875, 'SVA': -4.41796875}"
I have gone out onto the street and I have asked people this question.,G,Preposition_Unnecessary,PREP,"{'G': 3.193359375, 'PREP': 4.8046875, 'DET': -4.9609375, 'SVA': -4.1328125}"
I have just received your letter which made me so happy. I am writing to reply to your questions.,G,Preposition_Missing,PREP,"{'G': 3.673828125, 'PREP': 4.54296875, 'DET': -5.3359375, 'SVA': -4.44921875}"
"Of course, you should give a refund for the money spent, not only to me but to all the audience.",G,Preposition_Replacing,PREP,"{'G': 4.24609375, 'PREP': 4.33203125, 'DET': -5.65234375, 'SVA': -4.6953125}"
"After having thought about this video and asked various people so as to know what they suggested, I reached the following conclusions : we must film the lessons which are the most important and the activities which take up a great part of a day at school ; this being in three parts.",G,Preposition_Replacing,PREP,"{'G': 3.3828125, 'PREP': 4.796875, 'DET': -5.03125, 'SVA': -4.30078125}"
I would like to book my tickets for the beginning of July.,G,Preposition_Replacing,PREP,"{'G': 3.2890625, 'PREP': 4.80078125, 'DET': -4.98828125, 'SVA': -4.23046875}"
"If you just decide to work, you'd better find a job near your place.",G,Preposition_Replacing,PREP,"{'G': 4.26953125, 'PREP': 4.28125, 'DET': -5.578125, 'SVA': -4.7578125}"
"Naturally, it's easier to get a job when you are good at foreign languages or computers.",G,Preposition_Replacing,PREP,"{'G': 3.85546875, 'PREP': 4.640625, 'DET': -5.41796875, 'SVA': -4.6015625}"
I am writing in response to your letter which I received two days go and in order to answer all questions I was asked.,G,Preposition_Unnecessary,PREP,"{'G': 3.783203125, 'PREP': 4.65625, 'DET': -5.375, 'SVA': -4.5703125}"
"Also, it was certain for me to be able to buy a discount ticket because I am a student.",G,Preposition_Replacing,PREP,"{'G': 4.21875, 'PREP': 4.3671875, 'DET': -5.6015625, 'SVA': -4.7421875}"
"Going out to spend a day shopping is something very popular. The shopping centres are always busy, with people going up and down carrying bags and looking in shop windows ; it seems everybody is happy.",G,Preposition_Replacing,PREP,"{'G': 3.546875, 'PREP': 4.76953125, 'DET': -5.05078125, 'SVA': -4.515625}"
Thank you very much for your letter. I am very happy about having won the competition.,G,Preposition_Replacing,PREP,"{'G': 3.693359375, 'PREP': 4.67578125, 'DET': -5.23046875, 'SVA': -4.5390625}"
In my opinion modern technology has not really changed my daily life a lot because I am just 20 years old and I used to play with a computer when I was young or wash my clothes in the washing machine.,G,Preposition_Missing,PREP,"{'G': 3.4453125, 'PREP': 4.7890625, 'DET': -5.09765625, 'SVA': -4.3359375}"
You have to wait in a long queue for more than 15 minutes.,G,Preposition_Replacing,PREP,"{'G': 3.892578125, 'PREP': 4.59765625, 'DET': -5.1875, 'SVA': -4.79296875}"
"Climbing would be my second option, but for this I'm afraid I would need some instruction because I've only done it a few times.",G,Preposition_Replacing,PREP,"{'G': 4.09375, 'PREP': 4.47265625, 'DET': -5.21484375, 'SVA': -4.94140625}"
"That is why I propose to start our film with the beginning of the day, when all the students come into the classroom.",G,Preposition_Replacing,PREP,"{'G': 3.376953125, 'PREP': 4.8046875, 'DET': -5.0546875, 'SVA': -4.27734375}"
"I was at first, very excited to be seeing the show, because in the advertisement it said that it is the best musical in London.",G,Preposition_Missing,PREP,"{'G': 3.373046875, 'PREP': 4.80078125, 'DET': -5.03515625, 'SVA': -4.2890625}"
"When I get to the camp, I'd like to swim and climb.",G,Preposition_Missing,PREP,"{'G': 3.87890625, 'PREP': 4.54296875, 'DET': -5.58203125, 'SVA': -4.48046875}"
"The man said it was OK this time and we got in quite easily, we'd made it.",G,Preposition_Unnecessary,PREP,"{'G': 3.373046875, 'PREP': 4.796875, 'DET': -5.0, 'SVA': -4.3203125}"
I would like to choose surfing as my second activity.,G,Preposition_Replacing,PREP,"{'G': 3.474609375, 'PREP': 4.7734375, 'DET': -5.13671875, 'SVA': -4.37109375}"
It was so difficult for me because I had been really scared to stand on a high place since I was young.,G,Preposition_Replacing,PREP,"{'G': 3.5234375, 'PREP': 4.765625, 'DET': -5.08984375, 'SVA': -4.44140625}"
"They like designer clothes and everyone wears different modern clothes in terms of size, colour and shape.",G,Preposition_Unnecessary,PREP,"{'G': 3.3984375, 'PREP': 4.79296875, 'DET': -4.98828125, 'SVA': -4.359375}"
We found two good hotels and we decided on the Palace Hotel.,G,Preposition_Replacing,PREP,"{'G': 4.2109375, 'PREP': 4.3828125, 'DET': -5.41015625, 'SVA': -4.9140625}"
He's not good not because he was born with this tendency to harm but because the other characters have made him like that.,G,Preposition_Missing,PREP,"{'G': 4.26171875, 'PREP': 4.3515625, 'DET': -5.3203125, 'SVA': -4.98046875}"
"The shopping centre is just opposite the hotel. However, some people may want to just wait at the hotel, having a cup of coffee.",G,Preposition_Unnecessary,PREP,"{'G': 3.732421875, 'PREP': 4.71875, 'DET': -5.33984375, 'SVA': -4.55859375}"
I'm writing to you about our trip which you have organised.,G,Preposition_Missing,PREP,"{'G': 4.17578125, 'PREP': 4.390625, 'DET': -5.484375, 'SVA': -4.77734375}"
I also enjoy shopping on the Internet.,G,Preposition_Replacing,PREP,"{'G': 2.884765625, 'PREP': 4.78125, 'DET': -4.890625, 'SVA': -3.771484375}"
I am not allowed to listen to loud music at home.,G,Preposition_Missing,PREP,"{'G': 3.8515625, 'PREP': 4.55859375, 'DET': -5.484375, 'SVA': -4.56640625}"
"The ghost story may not be true, but it has good furniture from the 16th century, and the castle itself is very beautiful.",G,Preposition_Replacing,PREP,"{'G': 3.576171875, 'PREP': 4.75390625, 'DET': -5.15234375, 'SVA': -4.47265625}"
The neighbours came to make their calls and to get their calls.,G,Preposition_Unnecessary,PREP,"{'G': 3.736328125, 'PREP': 4.6796875, 'DET': -5.26953125, 'SVA': -4.6015625}"
From there you will walk to the college because it is easier to get there that way than to get another bus.,G,Preposition_Replacing,PREP,"{'G': 4.08203125, 'PREP': 4.45703125, 'DET': -5.3671875, 'SVA': -4.80859375}"
Perhaps I could help regularly in the lighting area - it would help me with my photography studies.,G,Preposition_Replacing,PREP,"{'G': 4.1796875, 'PREP': 4.390625, 'DET': -5.328125, 'SVA': -4.87890625}"
I am writing to complain about a show that I saw at your theatre.,G,Preposition_Replacing,PREP,"{'G': 4.109375, 'PREP': 4.4140625, 'DET': -5.76171875, 'SVA': -4.51953125}"
"I received your letter, so I am writing to you to give you some information about me.",G,Preposition_Missing,PREP,"{'G': 4.0859375, 'PREP': 4.4453125, 'DET': -5.58203125, 'SVA': -4.6484375}"
Indeed I would rather travel only in July since I'm going to work in August in order to earn money to pay for my studies next year.,G,Preposition_Missing,PREP,"{'G': 3.486328125, 'PREP': 4.77734375, 'DET': -5.08984375, 'SVA': -4.39453125}"
The homes will be built in the sky - so as to save more land to build the other buildings.,G,Preposition_Replacing,PREP,"{'G': 3.478515625, 'PREP': 4.78125, 'DET': -5.109375, 'SVA': -4.38671875}"
But on the other hand I will never trust Pat.,G,Preposition_Unnecessary,PREP,"{'G': 3.033203125, 'PREP': 4.79296875, 'DET': -4.953125, 'SVA': -3.9453125}"
