text,labels,UID,prediction,Probabilities
Ella does bike to that big college campuses.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.091796875, 'PREP': -2.384765625, 'DET': 9.1328125, 'SVA': -3.068359375}"
"About the activities that I have to choose, I have to say that it is quite difficult for me because I really like sports, but I think the best option is swimming because I have been doing it for 5 years so I want to keep at it.",G,Preposition_Replacing,PREP,"{'G': 3.513671875, 'PREP': 4.77734375, 'DET': -5.09765625, 'SVA': -4.4140625}"
Rachel hasn't forgotten about herself climbing down many stairs.,G,principle_A_case_2,G,"{'G': 6.84375, 'PREP': -2.041015625, 'DET': -4.41796875, 'SVA': -2.9140625}"
These oases are hard to arrive at.,G,tough_vs_raising_1,G,"{'G': 6.75, 'PREP': -2.4296875, 'DET': -3.98046875, 'SVA': -2.703125}"
The hidden jacket wasn't gray.,G,irregular_past_participle_adjectives,G,"{'G': 6.734375, 'PREP': -2.5, 'DET': -4.51171875, 'SVA': -2.140625}"
Wayne appreciated these boy.,DET,determiner_noun_agreement_2,DET,"{'G': -2.431640625, 'PREP': -2.12890625, 'DET': 9.2890625, 'SVA': -3.0234375}"
The grandfathers of Diana drinks.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.041015625, 'PREP': -2.802734375, 'DET': -3.3203125, 'SVA': 7.64453125}"
"In my opinion, in a hundred of years we'll wear the same kind of clothes that we wear nowadays.",PREP,Preposition_Unnecessary,PREP,"{'G': 3.34765625, 'PREP': 4.80078125, 'DET': -5.0078125, 'SVA': -4.27734375}"
Becky fixes that small feet.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.6953125, 'PREP': -2.34765625, 'DET': 9.375, 'SVA': -2.609375}"
The child has most pictures.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 6.7734375, 'PREP': -2.396484375, 'DET': -4.61328125, 'SVA': -2.1640625}"
The child are hunting.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.68359375, 'PREP': -2.017578125, 'DET': -3.13671875, 'SVA': 7.55859375}"
There were few glaciers stunning Benjamin.,G,existential_there_quantifiers_1,G,"{'G': 6.77734375, 'PREP': -2.337890625, 'DET': -4.53125, 'SVA': -2.40234375}"
This person hadn't healed these lucky dancers.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 6.83984375, 'PREP': -2.23046875, 'DET': -4.515625, 'SVA': -2.544921875}"
Christine wouldn't conceal this lost stimulus.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 6.81640625, 'PREP': -2.236328125, 'DET': -4.44921875, 'SVA': -2.6328125}"
This committee isn't describing this good pamphlet.,G,determiner_noun_agreement_with_adjective_1,G,"{'G': 6.78515625, 'PREP': -2.369140625, 'DET': -4.60546875, 'SVA': -2.341796875}"
Rebecca leaves that standing waiters.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.619140625, 'PREP': -2.361328125, 'DET': 9.3515625, 'SVA': -2.6640625}"
All lakes don't astound those legislatures.,G,determiner_noun_agreement_1,G,"{'G': 6.73046875, 'PREP': -2.548828125, 'DET': -4.08984375, 'SVA': -2.44140625}"
A doctor hasn't cleaned these bad mall.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.333984375, 'PREP': -2.2265625, 'DET': 9.25, 'SVA': -3.01953125}"
Only a lamp ever brightened.,G,only_npi_licensor_present,G,"{'G': 6.78125, 'PREP': -2.130859375, 'DET': -4.84765625, 'SVA': -2.359375}"
A lot of nieces of a child aren't difficult to respect.,G,tough_vs_raising_1,G,"{'G': 6.83203125, 'PREP': -2.080078125, 'DET': -4.6015625, 'SVA': -2.72265625}"
A university that criticized those guests do discuss Denise.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.390625, 'PREP': -2.49609375, 'DET': -3.296875, 'SVA': 7.6875}"
Judy can't conceal that popular stories.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.63671875, 'PREP': -2.306640625, 'DET': 9.3671875, 'SVA': -2.70703125}"
Colleen wasn't returning to these woman.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -1.7109375, 'PREP': -2.171875, 'DET': 8.9296875, 'SVA': -3.53125}"
Many glasses that did hurt David do look like most pictures.,G,distractor_agreement_relative_clause,G,"{'G': 6.7421875, 'PREP': -2.388671875, 'DET': -4.07421875, 'SVA': -2.6875}"
Many dancers can question some people that Gina argued about that see an eye.,G,wh_questions_subject_gap_long_distance,G,"{'G': 6.81640625, 'PREP': -2.0703125, 'DET': -4.484375, 'SVA': -2.8046875}"
Some committees that worry Kendra dislikes a lot of women.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -1.4306640625, 'PREP': -3.142578125, 'DET': -3.8828125, 'SVA': 7.53515625}"
What men was this window confusing and Mary watching?,G,coordinate_structure_constraint_complex_left_branch,G,"{'G': 6.86328125, 'PREP': -1.6630859375, 'DET': -4.7890625, 'SVA': -3.05859375}"
An actor is disgusting that unsure men.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.333984375, 'PREP': -2.318359375, 'DET': 9.2578125, 'SVA': -2.943359375}"
The child were observing Wendy.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.498046875, 'PREP': -2.3984375, 'DET': -3.189453125, 'SVA': 7.68359375}"
Connie can't notice these theses.,G,determiner_noun_agreement_irregular_1,G,"{'G': 6.86328125, 'PREP': -2.09375, 'DET': -4.50390625, 'SVA': -2.794921875}"
The feet vanish.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 6.61328125, 'PREP': -2.619140625, 'DET': -3.72265625, 'SVA': -2.482421875}"
"As if that wasn't enough, after the show, I took the risk of going to your restaurant and it is not very hard to guess that I wasn't able to enjoy it, as it was closed because it wasn't clean enough to serve food ; the perfect ending for the perfect evening.",PREP,Preposition_Replacing,PREP,"{'G': 3.837890625, 'PREP': 4.64453125, 'DET': -5.31640625, 'SVA': -4.6171875}"
A cashier does drive to that oasis.,G,determiner_noun_agreement_irregular_2,G,"{'G': 6.765625, 'PREP': -2.423828125, 'DET': -4.625, 'SVA': -2.22265625}"
Lori wasn't hiring that delighted men.,DET,determiner_noun_agreement_with_adj_irregular_2,DET,"{'G': -2.490234375, 'PREP': -2.333984375, 'DET': 9.3203125, 'SVA': -2.80859375}"
"Firstly, Palace Hotel has been booked for the group's accommodation and I spoke with the hotel manager about travelling to the conference.",G,Preposition_Unnecessary,G,"{'G': 4.55078125, 'PREP': 3.984375, 'DET': -5.62109375, 'SVA': -4.84375}"
The pedestrians discusses Rebecca.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -1.2275390625, 'PREP': -3.076171875, 'DET': -4.12890625, 'SVA': 7.4609375}"
High schools stun this men.,DET,determiner_noun_agreement_irregular_2,DET,"{'G': -2.796875, 'PREP': -2.486328125, 'DET': 9.3828125, 'SVA': -2.37109375}"
Rodney questions most children that Lawrence was praising.,G,wh_questions_object_gap,G,"{'G': 6.76171875, 'PREP': -2.2734375, 'DET': -4.6015625, 'SVA': -2.4296875}"
"Sometimes when we go shopping with someone who is not good company, we don't have a great time, or when we know what we want to buy, but when we get to the store they don't have what we want, in that instance we need to shop also when is an important day like Father's day or Christmas everywhere we want to go and buy something it is very crowded so we can't find what we are looking for with calmly because everybody is pushing you in the other direction to the one you want",PREP,Preposition_Unnecessary,PREP,"{'G': 3.810546875, 'PREP': 4.6484375, 'DET': -5.29296875, 'SVA': -4.61328125}"
I am writing to you because there were deviations from the advertisement which was published in the newspaper.,G,Preposition_Replacing,PREP,"{'G': 4.12890625, 'PREP': 4.44140625, 'DET': -5.41015625, 'SVA': -4.7890625}"
The library has these lice.,G,determiner_noun_agreement_irregular_2,G,"{'G': 6.85546875, 'PREP': -2.2421875, 'DET': -4.625, 'SVA': -2.4609375}"
The customers who respected Angela dislikes Deanna.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -1.77734375, 'PREP': -3.033203125, 'DET': -3.578125, 'SVA': 7.66015625}"
The worn sweaters are black.,G,irregular_past_participle_adjectives,G,"{'G': 6.72265625, 'PREP': -2.5234375, 'DET': -4.01171875, 'SVA': -2.525390625}"
Marie cares for that nice children.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.60546875, 'PREP': -2.306640625, 'DET': 9.359375, 'SVA': -2.7265625}"
"However, we have seen an advertisement on an English magazine for the London Fashion and Leisure Show.",PREP,Preposition_Replacing,PREP,"{'G': 4.11328125, 'PREP': 4.4609375, 'DET': -5.47265625, 'SVA': -4.75390625}"
The alumnus hides all books.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 6.73046875, 'PREP': -2.509765625, 'DET': -4.57421875, 'SVA': -2.037109375}"
Most students have forgotten who the committees that have worried a lot of teachers concealed.,G,wh_vs_that_with_gap_long_distance,G,"{'G': 6.8203125, 'PREP': -2.015625, 'DET': -4.1796875, 'SVA': -3.1171875}"
Monet doesn't conceal that child.,G,determiner_noun_agreement_irregular_1,G,"{'G': 6.78125, 'PREP': -2.396484375, 'DET': -4.5546875, 'SVA': -2.359375}"
A mother of many teenagers haven't tempted Frank to get a job.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.25, 'PREP': -2.6875, 'DET': -3.298828125, 'SVA': 7.6953125}"
Then we thought about going swimming to talk about some things.,G,Preposition_Unnecessary,PREP,"{'G': 4.03515625, 'PREP': 4.4921875, 'DET': -5.34765625, 'SVA': -4.7890625}"
The paintings of Judy aren't hurting Dawn.,G,distractor_agreement_relational_noun,G,"{'G': 6.72265625, 'PREP': -2.466796875, 'DET': -4.1484375, 'SVA': -2.515625}"
Catherine was researching these crises.,G,determiner_noun_agreement_irregular_1,G,"{'G': 6.86328125, 'PREP': -2.220703125, 'DET': -4.43359375, 'SVA': -2.654296875}"
Those oases was bothering Diane.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -2.669921875, 'PREP': -2.787109375, 'DET': -2.373046875, 'SVA': 7.65625}"
Roger dislikes this man.,G,determiner_noun_agreement_irregular_2,G,"{'G': 6.70703125, 'PREP': -2.5546875, 'DET': -4.5078125, 'SVA': -2.126953125}"
Those pedestrians learn that that woman has fled from men.,G,wh_vs_that_no_gap,G,"{'G': 6.765625, 'PREP': -2.333984375, 'DET': -3.99609375, 'SVA': -2.822265625}"
Jodi had revealed those brown snake.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.333984375, 'PREP': -2.177734375, 'DET': 9.2421875, 'SVA': -3.056640625}"
The man have researched some essay.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.638671875, 'PREP': -2.076171875, 'DET': -3.212890625, 'SVA': 7.58984375}"
I have always been interested in arts and festivals.,G,Preposition_Missing,PREP,"{'G': 3.263671875, 'PREP': 4.8125, 'DET': -5.00390625, 'SVA': -4.1796875}"
The driver hasn't stood up.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 6.73828125, 'PREP': -2.484375, 'DET': -4.55078125, 'SVA': -2.14453125}"
No student is describing fewer than six schools.,G,superlative_quantifiers_1,G,"{'G': 6.84765625, 'PREP': -2.248046875, 'DET': -4.4296875, 'SVA': -2.599609375}"
Students escape from these hidden banks.,G,determiner_noun_agreement_with_adj_2,G,"{'G': 6.79296875, 'PREP': -2.36328125, 'DET': -4.2421875, 'SVA': -2.611328125}"
The reason for this is that I have difficulty in sleeping in tents.,PREP,Preposition_Unnecessary,PREP,"{'G': 3.345703125, 'PREP': 4.80078125, 'DET': -4.98828125, 'SVA': -4.30078125}"
Thomas has concealed one lucky handyman and Grace has concealed some.,G,ellipsis_n_bar_1,G,"{'G': 6.80078125, 'PREP': -1.6611328125, 'DET': -4.59375, 'SVA': -3.16796875}"
Sara wasn't arguing about that happy adults.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.373046875, 'PREP': -2.318359375, 'DET': 9.2734375, 'SVA': -2.91796875}"
An ellipsis haven't confused that government.,SVA,irregular_plural_subject_verb_agreement_1,SVA,"{'G': -1.9140625, 'PREP': -2.84765625, 'DET': -3.62890625, 'SVA': 7.671875}"
The child haven't whispered.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -2.615234375, 'PREP': -2.330078125, 'DET': -3.072265625, 'SVA': 7.65625}"
"I am good in those two activities, because I go to the sea every weekend.",PREP,Preposition_Replacing,PREP,"{'G': 3.599609375, 'PREP': 4.73046875, 'DET': -5.2265625, 'SVA': -4.44140625}"
A lot of waiters who didn't dislike Katherine press Pamela to nod.,G,distractor_agreement_relative_clause,G,"{'G': 6.7265625, 'PREP': -2.427734375, 'DET': -4.60546875, 'SVA': -2.240234375}"
These teachers breaks those bicycles.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': -1.095703125, 'PREP': -3.287109375, 'DET': -4.0, 'SVA': 7.3984375}"
The child wear those jackets.,SVA,irregular_plural_subject_verb_agreement_2,SVA,"{'G': -2.16796875, 'PREP': -2.732421875, 'DET': -3.33984375, 'SVA': 7.6640625}"
The Lutherans can exit those big oasis.,DET,determiner_noun_agreement_with_adj_irregular_1,DET,"{'G': -2.390625, 'PREP': -2.26171875, 'DET': 9.2734375, 'SVA': -2.9375}"
"Firstly, the most suitable month would be July because I am very busy with my work now, and my children are on holiday then.",G,Preposition_Replacing,PREP,"{'G': 3.380859375, 'PREP': 4.80078125, 'DET': -5.046875, 'SVA': -4.29296875}"
The plays about literature aren't confusing a cashier.,G,distractor_agreement_relational_noun,G,"{'G': 6.75390625, 'PREP': -2.40625, 'DET': -4.28125, 'SVA': -2.5234375}"
Emily hasn't exited these grocery store.,DET,determiner_noun_agreement_1,DET,"{'G': -2.4140625, 'PREP': -2.255859375, 'DET': 9.28125, 'SVA': -2.939453125}"
First I can travel only in July because I will finish school at the end of June and I will sit my exam in September ; so I have to revise it a lot during the month of August.,PREP,Preposition_Missing,PREP,"{'G': 3.4140625, 'PREP': 4.796875, 'DET': -5.0703125, 'SVA': -4.31640625}"
"Furthermore, as mathematics is the main lesson in the morning, we ought to film at a time when we are in the maths class.",G,Preposition_Missing,PREP,"{'G': 3.345703125, 'PREP': 4.80078125, 'DET': -5.03125, 'SVA': -4.2578125}"
There weren't many pies alarming Theodore.,G,existential_there_quantifiers_1,G,"{'G': 6.7109375, 'PREP': -2.3828125, 'DET': -4.828125, 'SVA': -2.03515625}"
Elaine could appreciate these medium.,DET,determiner_noun_agreement_irregular_1,DET,"{'G': -2.412109375, 'PREP': -2.048828125, 'DET': 9.2890625, 'SVA': -3.1171875}"
Alexander was running around these popular museum.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.27734375, 'PREP': -2.09375, 'DET': 9.2421875, 'SVA': -3.1953125}"
Jacqueline can't scan these essays.,G,determiner_noun_agreement_1,G,"{'G': 6.82421875, 'PREP': -2.236328125, 'DET': -4.65234375, 'SVA': -2.47265625}"
Only universities ever approved.,G,only_npi_licensor_present,G,"{'G': 6.828125, 'PREP': -2.068359375, 'DET': -4.3046875, 'SVA': -2.93359375}"
Some granddaughter of Angela wasn't soon to investigate who returned to some person.,G,tough_vs_raising_2,G,"{'G': 6.8046875, 'PREP': -2.103515625, 'DET': -4.91015625, 'SVA': -2.416015625}"
Could Monica ever laugh?,G,matrix_question_npi_licensor_present,G,"{'G': 6.828125, 'PREP': -1.6259765625, 'DET': -4.88671875, 'SVA': -2.96875}"
Every waitress who complains about some reports resemble prints.,SVA,distractor_agreement_relative_clause,SVA,"{'G': -2.029296875, 'PREP': -3.0546875, 'DET': -3.1875, 'SVA': 7.70703125}"
Ella is appreciated by some alumni.,G,animate_subject_passive,G,"{'G': 6.86328125, 'PREP': -1.974609375, 'DET': -4.4375, 'SVA': -2.970703125}"
Most students in our class are studying Fashion full - time.,G,Preposition_Unnecessary,PREP,"{'G': 3.185546875, 'PREP': 4.8125, 'DET': -4.98828125, 'SVA': -4.1171875}"
The women have laughed.,G,irregular_plural_subject_verb_agreement_2,G,"{'G': 6.73046875, 'PREP': -2.4765625, 'DET': -3.982421875, 'SVA': -2.63671875}"
The driver scans many commentaries.,G,regular_plural_subject_verb_agreement_2,G,"{'G': 6.7265625, 'PREP': -2.46484375, 'DET': -4.828125, 'SVA': -1.8798828125}"
The pamphlets about art don't irritate Alice.,G,distractor_agreement_relational_noun,G,"{'G': 6.69921875, 'PREP': -2.55859375, 'DET': -4.20703125, 'SVA': -2.337890625}"
You advertised for my perfect evening out.,PREP,Preposition_Unnecessary,G,"{'G': 4.5703125, 'PREP': 3.765625, 'DET': -5.48828125, 'SVA': -4.83203125}"
Paula was listening to those drivers.,G,determiner_noun_agreement_1,G,"{'G': 6.86328125, 'PREP': -2.140625, 'DET': -4.43359375, 'SVA': -2.77734375}"
So I am quite confident at this.,G,Preposition_Replacing,PREP,"{'G': 4.16015625, 'PREP': 4.390625, 'DET': -5.34375, 'SVA': -4.87109375}"
"I felt like a fool, and all the audience felt like I did.",PREP,Preposition_Replacing,G,"{'G': 5.49609375, 'PREP': 2.208984375, 'DET': -5.4140625, 'SVA': -4.65625}"
Todd is bothering many drivers and these cashiers weren't bothering few displeased drivers.,G,ellipsis_n_bar_2,G,"{'G': 6.80859375, 'PREP': -1.7373046875, 'DET': -4.80859375, 'SVA': -2.8984375}"
"Now, I am writing to you to ask for some details about these two weeks at Camp California and to give you some answers to your questions.",G,Preposition_Missing,G,"{'G': 4.3984375, 'PREP': 4.19140625, 'DET': -5.58203125, 'SVA': -4.8515625}"
These stories about Winston Churchill weren't tough to disagree with.,G,tough_vs_raising_1,G,"{'G': 6.76171875, 'PREP': -2.37109375, 'DET': -4.1484375, 'SVA': -2.68359375}"
"On behalf of all the students, I thank you for organizing our trip to London and for the really interesting programme you propose for us as well.",G,Preposition_Replacing,PREP,"{'G': 3.43359375, 'PREP': 4.78515625, 'DET': -5.1015625, 'SVA': -4.32421875}"
Linda broke those hard couch.,DET,determiner_noun_agreement_with_adj_2,DET,"{'G': -2.498046875, 'PREP': -2.130859375, 'DET': 9.3203125, 'SVA': -2.962890625}"
The senators cures Denise.,SVA,regular_plural_subject_verb_agreement_2,SVA,"{'G': -1.34765625, 'PREP': -3.025390625, 'DET': -4.0703125, 'SVA': 7.50390625}"
"As you asked in the letter, I would like to travel only on July because I work at the central library and I'm also having English classes, so I will just have holidays in July.",PREP,Preposition_Replacing,PREP,"{'G': 3.423828125, 'PREP': 4.7890625, 'DET': -5.05859375, 'SVA': -4.33984375}"
The sister of all cashiers force Andrea's best friend to cry.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -0.048095703125, 'PREP': -2.521484375, 'DET': -3.423828125, 'SVA': 5.1484375}"
The person bores Kevin.,SVA,irregular_plural_subject_verb_agreement_2,G,"{'G': 6.0, 'PREP': -2.921875, 'DET': -5.296875, 'SVA': -0.1348876953125}"
I attended your festival and I would like to give you my suggestions for it.,G,Preposition_Replacing,PREP,"{'G': 3.35546875, 'PREP': 4.80078125, 'DET': -5.01953125, 'SVA': -4.28125}"
These people upset these bad company.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.515625, 'PREP': -2.091796875, 'DET': 9.3359375, 'SVA': -2.98046875}"
The teenagers explain that they aren't breaking all glasses.,G,principle_A_case_1,G,"{'G': 6.80078125, 'PREP': -2.294921875, 'DET': -4.3984375, 'SVA': -2.625}"
A pamphlet about the Lutherans do alarm Nicole.,SVA,distractor_agreement_relational_noun,SVA,"{'G': -2.396484375, 'PREP': -2.474609375, 'DET': -3.279296875, 'SVA': 7.68359375}"
Sara hasn't bored this displeased senators.,DET,determiner_noun_agreement_with_adjective_1,DET,"{'G': -2.412109375, 'PREP': -2.44140625, 'DET': 9.2734375, 'SVA': -2.7734375}"
All rivers were distracting those standing men.,G,determiner_noun_agreement_with_adj_irregular_2,G,"{'G': 6.80078125, 'PREP': -2.330078125, 'DET': -3.94140625, 'SVA': -2.869140625}"
Galileo shouldn't lift these movie theaters.,G,determiner_noun_agreement_2,G,"{'G': 6.8359375, 'PREP': -2.216796875, 'DET': -4.48046875, 'SVA': -2.626953125}"
Those committees fire these concealed men.,G,determiner_noun_agreement_with_adj_irregular_1,G,"{'G': 6.765625, 'PREP': -2.443359375, 'DET': -3.994140625, 'SVA': -2.65234375}"
All day I speak with the majority of my colleagues by telephone or e - mail.,G,Preposition_Unnecessary,PREP,"{'G': 3.826171875, 'PREP': 4.57421875, 'DET': -5.28125, 'SVA': -4.6328125}"
Candice return to Eva.,SVA,regular_plural_subject_verb_agreement_1,SVA,"{'G': 0.281005859375, 'PREP': -3.234375, 'DET': -5.203125, 'SVA': 6.5625}"
A lot of pictures weren't researched by some men.,G,animate_subject_passive,G,"{'G': 6.7578125, 'PREP': -2.46484375, 'DET': -4.18359375, 'SVA': -2.49609375}"
