text,labels,UID,O_RoBERTa_preds,O_RoBERTa_probs
As you can see I had a very disappointing evening - the worst one during my week's holiday in London.,PREP,Preposition_Replacing,G,"{'G': 4.296875, 'PREP': 2.23046875, 'DET': -6.59375, 'SVA': -4.58984375}"
I have recently been to London on holiday so I decided to spend my free time going to the musical show you were advertising for.,PREP,Preposition_Unnecessary,G,"{'G': 4.8046875, 'PREP': 1.5078125, 'DET': -6.5390625, 'SVA': -4.26953125}"
"The people were wonderful, they were helping each other with everything and it was a lot of easier to do.",PREP,Preposition_Unnecessary,G,"{'G': 5.31640625, 'PREP': 1.259765625, 'DET': -6.77734375, 'SVA': -4.4296875}"
So they both found the person they dreamed from.,PREP,Preposition_Replacing,G,"{'G': 4.76171875, 'PREP': 1.62109375, 'DET': -6.70703125, 'SVA': -4.234375}"
"I went inside to ask for that package but they told me that it was gone, so, I went to many shops just to get the same answer.",PREP,Preposition_Replacing,G,"{'G': 5.18359375, 'PREP': 1.265625, 'DET': -6.68359375, 'SVA': -4.34765625}"
Nobody at the shop came with us to help.,PREP,Preposition_Replacing,G,"{'G': 5.2734375, 'PREP': 1.0390625, 'DET': -6.65234375, 'SVA': -4.14453125}"
Then Sara looked down the river.,PREP,Preposition_Replacing,G,"{'G': 4.30078125, 'PREP': -0.94873046875, 'DET': -3.984375, 'SVA': -1.625}"
I've been busy preparing English exams.,PREP,Preposition_Missing,G,"{'G': 5.63671875, 'PREP': 0.67919921875, 'DET': -6.6640625, 'SVA': -4.13671875}"
"Then, we have to be the best secret keepers as possible, or we will end up like Ali and Pat.",PREP,Preposition_Unnecessary,G,"{'G': 4.9921875, 'PREP': 1.3642578125, 'DET': -6.5859375, 'SVA': -4.26953125}"
To my personal opinion one of the most important and useful things which has been invented is the car.,PREP,Preposition_Replacing,G,"{'G': 4.921875, 'PREP': 1.51171875, 'DET': -6.6640625, 'SVA': -4.34375}"
Are you fed up of looking after the screaming baby of your mother's friend?,PREP,Preposition_Replacing,G,"{'G': 4.5859375, 'PREP': 1.8486328125, 'DET': -6.61328125, 'SVA': -4.37109375}"
"Except these two things, it was quite good.",PREP,Preposition_Missing,G,"{'G': 4.2578125, 'PREP': 2.26171875, 'DET': -6.55859375, 'SVA': -4.60546875}"
Another one is that how much money I have to bring.,PREP,Preposition_Unnecessary,G,"{'G': 5.67578125, 'PREP': 0.65771484375, 'DET': -6.58984375, 'SVA': -4.28125}"
"I am just writing this letter in order to complain about the musical show I saw last Sunday, at the evening.",PREP,Preposition_Replacing,G,"{'G': 4.5859375, 'PREP': 1.8173828125, 'DET': -6.55078125, 'SVA': -4.4453125}"
I am writing to you about an incident that occurred with the musical which was put on at your theatre during my week's holiday in London.,PREP,Preposition_Replacing,G,"{'G': 4.83203125, 'PREP': 1.5048828125, 'DET': -6.55078125, 'SVA': -4.3046875}"
"I might suggest you wear a casual outfit, because many students feel relaxing after a whole day sitting and listening at the conference.",PREP,Preposition_Missing,G,"{'G': 4.51171875, 'PREP': 1.904296875, 'DET': -6.51953125, 'SVA': -4.4296875}"
I am writing to you about an incident that occurred at the musical which was put on by your theatre during my week's holiday in London.,PREP,Preposition_Replacing,G,"{'G': 4.8828125, 'PREP': 1.5107421875, 'DET': -6.60546875, 'SVA': -4.32421875}"
I am writing to complain about your musical show. I am not really satisfied about it.,PREP,Preposition_Replacing,G,"{'G': 6.2109375, 'PREP': 0.12249755859375, 'DET': -6.76171875, 'SVA': -4.14453125}"
"Not only is it a simple job, but also you can enjoy working with a lot of colleagues at your age.",PREP,Preposition_Unnecessary,G,"{'G': 5.15234375, 'PREP': 1.3408203125, 'DET': -6.734375, 'SVA': -4.36328125}"
"In spite of the fact that I told her to keep it as a secret, she went to my cousin's house and retold exactly what I had told her.",PREP,Preposition_Unnecessary,G,"{'G': 5.5, 'PREP': 0.98583984375, 'DET': -6.77734375, 'SVA': -4.32421875}"
Pat was the only person who had known it.,PREP,Preposition_Missing,G,"{'G': 7.21484375, 'PREP': -2.12109375, 'DET': -5.84765625, 'SVA': -3.125}"
"In reply to your letter received the 13th of June, I first would like to say that it is a great pleasure for me to have been chosen.",PREP,Preposition_Missing,G,"{'G': 4.859375, 'PREP': 1.48046875, 'DET': -6.51953125, 'SVA': -4.296875}"
"First, the actors that the Circle theatre publicised on their tickets for Over the Rainbow were not there, which was very disappointing because the actors starring the musical were one of its major attractions.",PREP,Preposition_Missing,G,"{'G': 4.828125, 'PREP': 1.6435546875, 'DET': -6.66015625, 'SVA': -4.3984375}"
And do you have any idea of how much money I need to bring?,PREP,Preposition_Unnecessary,G,"{'G': 6.2265625, 'PREP': 0.1387939453125, 'DET': -6.71484375, 'SVA': -4.2734375}"
"He doesn't want help because he wants to prove the little boy and himself that he is not really old, even if he has lived many years.",PREP,Preposition_Missing,G,"{'G': 4.8046875, 'PREP': 1.599609375, 'DET': -6.55859375, 'SVA': -4.3984375}"
Modern technology also allows you to go into the Internet to get any information you need.,PREP,Preposition_Replacing,G,"{'G': 4.18359375, 'PREP': 2.416015625, 'DET': -6.609375, 'SVA': -4.6953125}"
I would like to make some comments about the event that I went.,PREP,Preposition_Missing,G,"{'G': 4.5859375, 'PREP': 1.7890625, 'DET': -6.53515625, 'SVA': -4.39453125}"
Technology is very important for my life.,PREP,Preposition_Replacing,G,"{'G': 4.515625, 'PREP': 1.89453125, 'DET': -6.56640625, 'SVA': -4.453125}"
"I have a summer holiday from at the end of June to the beginning of September as I am a student, but I am planning to work in August in a part - time job.",PREP,Preposition_Unnecessary,G,"{'G': 4.9921875, 'PREP': 1.2783203125, 'DET': -6.55078125, 'SVA': -4.20703125}"
"Nowadays, we use a lot of modern technology both at home and the office but it has its advantages and disadvantages.",PREP,Preposition_Missing,G,"{'G': 4.53125, 'PREP': 1.91015625, 'DET': -6.55078125, 'SVA': -4.46875}"
"In the bus or even on the tube, I can talk with a friend via a mobile phone when I feel bored.",PREP,Preposition_Replacing,G,"{'G': 4.37109375, 'PREP': 2.078125, 'DET': -6.53515625, 'SVA': -4.52734375}"
Specially at sailing and swimming.,PREP,Preposition_Unnecessary,G,"{'G': 4.1875, 'PREP': 2.439453125, 'DET': -6.6640625, 'SVA': -4.65625}"
I prefer to stay in a tent as I go camping every summer and am used to sleeping in tents.,PREP,Preposition_Replacing,G,"{'G': 5.17578125, 'PREP': 1.1943359375, 'DET': -6.6484375, 'SVA': -4.2578125}"
"First it was used only by the military or by scientists but the last twenty years modern technology has been found in any house, rich or poor, and it helps people do hard work.",PREP,Preposition_Missing,G,"{'G': 4.09375, 'PREP': 2.5546875, 'DET': -6.59375, 'SVA': -4.76171875}"
"Now, Sally and I are married, have three children, a marvellous house and both of us are working in a big company.",PREP,Preposition_Replacing,G,"{'G': 4.9609375, 'PREP': 1.412109375, 'DET': -6.640625, 'SVA': -4.2421875}"
"I am so grateful and I can't believe I am so lucky to receive your letter in which you said that I have won the first prize in your competition, for two weeks camping in California in the U.S.A.",PREP,Preposition_Replacing,G,"{'G': 5.3671875, 'PREP': 1.162109375, 'DET': -6.79296875, 'SVA': -4.37890625}"
At the end I was punished and stayed at home for two weeks.,PREP,Preposition_Replacing,G,"{'G': 5.0390625, 'PREP': 1.23046875, 'DET': -6.5390625, 'SVA': -4.1875}"
I'm very keen on climbing. I joined a climbing club in my town 2 years ago and have reached the top of several middle - high mountains.,PREP,Preposition_Missing,G,"{'G': 3.595703125, 'PREP': 3.56640625, 'DET': -6.87890625, 'SVA': -5.30078125}"
"Most of people think that character, person and clothes are of a piece.",PREP,Preposition_Unnecessary,G,"{'G': 7.0078125, 'PREP': -1.6728515625, 'DET': -6.28125, 'SVA': -3.119140625}"
And we knew that from that day on that he knew anything about our secret we would live in danger of being caught.,PREP,Preposition_Missing,G,"{'G': 5.93359375, 'PREP': 0.56396484375, 'DET': -6.7578125, 'SVA': -4.375}"
"If I was asked to choose the least attractive thing that I have to do on an everyday basis, shopping would most definitely be placed somewhere on the top of the list.",PREP,Preposition_Replacing,G,"{'G': 5.5390625, 'PREP': 1.0087890625, 'DET': -6.8046875, 'SVA': -4.3984375}"
"On the other hand, the wide range of plays and films to choose impressed me the most.",PREP,Preposition_Missing,G,"{'G': 4.609375, 'PREP': 1.728515625, 'DET': -6.51171875, 'SVA': -4.32421875}"
"Finally, at the end of this very disappointing evening, I decided to go to the theatre restaurant - which was also mentioned in your ad - but I was told that this was closed because of a private party!",PREP,Preposition_Replacing,G,"{'G': 4.71484375, 'PREP': 1.671875, 'DET': -6.57421875, 'SVA': -4.39453125}"
You wanted to hear about my experience at the pop concert which I enjoyed helping last month?,PREP,Preposition_Missing,G,"{'G': 5.6640625, 'PREP': 0.79345703125, 'DET': -6.79296875, 'SVA': -4.26953125}"
I can remember one shopping trip which I went with a man and it was a nightmare.,PREP,Preposition_Missing,G,"{'G': 4.4765625, 'PREP': 1.93359375, 'DET': -6.5625, 'SVA': -4.4296875}"
In my opinion the worst thing which may happen is an extremely long queue to the changing room.,PREP,Preposition_Replacing,G,"{'G': 3.724609375, 'PREP': 3.134765625, 'DET': -6.69921875, 'SVA': -4.99609375}"
"In August I'll be working, so that it will be impossible for me to enjoy my prize during that month.",PREP,Preposition_Unnecessary,G,"{'G': 5.7734375, 'PREP': 0.6328125, 'DET': -6.73046875, 'SVA': -4.26953125}"
It sounds like a summer holiday at the coast of Italy.,PREP,Preposition_Replacing,G,"{'G': 5.62890625, 'PREP': 0.69384765625, 'DET': -6.7421875, 'SVA': -4.11328125}"
I am writing to you because there were deviations from the advertisement which was published on the newspaper.,PREP,Preposition_Replacing,G,"{'G': 5.453125, 'PREP': 0.9794921875, 'DET': -6.72265625, 'SVA': -4.2734375}"
"And I understand that you need help, so that I will help you as far as I can.",PREP,Preposition_Unnecessary,G,"{'G': 5.7734375, 'PREP': 0.693359375, 'DET': -6.79296875, 'SVA': -4.296875}"
In the last forty years people seem to have become completely addicted by using their car.,PREP,Preposition_Replacing,G,"{'G': 4.3125, 'PREP': 2.2421875, 'DET': -6.58984375, 'SVA': -4.6171875}"
"When you get off the bus, the conference is in the building opposite the road.",PREP,Preposition_Replacing,G,"{'G': 3.9140625, 'PREP': 2.7890625, 'DET': -6.625, 'SVA': -4.8203125}"
"But, instead there was a different actor, who I had never heard about before!",PREP,Preposition_Replacing,G,"{'G': 4.67578125, 'PREP': 1.697265625, 'DET': -6.5625, 'SVA': -4.3671875}"
In fact queuing up in front of every ticket office is a waste time.,PREP,Preposition_Missing,G,"{'G': 4.58984375, 'PREP': 1.880859375, 'DET': -6.67578125, 'SVA': -4.390625}"
I felt very disappointed then but I have learned something new about humans ; it is you can only trust yourself.,PREP,Preposition_Missing,G,"{'G': 4.9453125, 'PREP': 1.41015625, 'DET': -6.62109375, 'SVA': -4.28125}"
"Firstly, I hoped to have a relaxing evening with your show but that didn't happen.",PREP,Preposition_Replacing,G,"{'G': 4.52734375, 'PREP': 1.8291015625, 'DET': -6.4921875, 'SVA': -4.4453125}"
"It shows, when all members of a group work hard together, you can achieve a lot.",PREP,Preposition_Missing,G,"{'G': 5.2109375, 'PREP': 1.328125, 'DET': -6.75390625, 'SVA': -4.421875}"
"And also I have never played the piano with singers before, and after that makes me more confident and has improved my skills a lot.",PREP,Preposition_Unnecessary,G,"{'G': 4.70703125, 'PREP': 1.685546875, 'DET': -6.5703125, 'SVA': -4.390625}"
A man will try to prevent you from trying more than one dress and will refuse to stay in the same shop for more than five minutes.,PREP,Preposition_Missing,G,"{'G': 5.4609375, 'PREP': 1.0537109375, 'DET': -6.7421875, 'SVA': -4.36328125}"
I know that I had to ask at my Mum or Dad about going out with my friend after school.,PREP,Preposition_Unnecessary,G,"{'G': 6.078125, 'PREP': 0.168701171875, 'DET': -6.69921875, 'SVA': -4.08203125}"
"There is, as well, the struggle you have to endure when you find yourself into the crowds, crammed in the small shops during the only day - off you have to buy something you like.",PREP,Preposition_Replacing,G,"{'G': 4.06640625, 'PREP': 2.626953125, 'DET': -6.60546875, 'SVA': -4.8203125}"
"Finally, at your last day, I suggest you do a sightseeing tour in our town.",PREP,Preposition_Replacing,G,"{'G': 4.5859375, 'PREP': 1.8173828125, 'DET': -6.55859375, 'SVA': -4.4296875}"
I decided to go to the Circle Theatre with the hope that your show would provide me all these emotions that I had been looking for in Great Britain.,PREP,Preposition_Missing,G,"{'G': 4.9296875, 'PREP': 1.42578125, 'DET': -6.59375, 'SVA': -4.296875}"
We would like to ask if we could go to this show on the 15th March instead off doing the visit to the Science Museum.,PREP,Preposition_Replacing,G,"{'G': 5.16015625, 'PREP': 1.21875, 'DET': -6.6015625, 'SVA': -4.32421875}"
"I'm sure that if you listen to it you will start reading the book immediately, and find out there are many challenges for your new career.",PREP,Preposition_Replacing,G,"{'G': 5.7734375, 'PREP': 0.6962890625, 'DET': -6.8046875, 'SVA': -4.29296875}"
I also helped some special requests of the singer which weren't so difficult to arrange.,PREP,Preposition_Missing,G,"{'G': 5.07421875, 'PREP': 1.3623046875, 'DET': -6.65234375, 'SVA': -4.3125}"
"It took me three months to learn the language and by this time the whole family had fallen in love with me, that when they decided to move to London, they invited me and now we all live here and I feel like part of the family, even though it was very hard at the beginning.",PREP,Preposition_Missing,G,"{'G': 4.50390625, 'PREP': 1.861328125, 'DET': -6.53125, 'SVA': -4.3984375}"
"From this moment, I knew without the shadow of a doubt that my mother would know it sooner or later.",PREP,Preposition_Missing,G,"{'G': 5.21875, 'PREP': 1.2900390625, 'DET': -6.7109375, 'SVA': -4.41796875}"
In the future people will be even more concerned with pollution and harmful UV - rays.,PREP,Preposition_Replacing,G,"{'G': 4.90625, 'PREP': 1.447265625, 'DET': -6.5234375, 'SVA': -4.3203125}"
"The place where we worked was a football pitch ; we spent 3 days on setting up the stage, the equipment, and the lights.",PREP,Preposition_Unnecessary,G,"{'G': 4.57421875, 'PREP': 1.841796875, 'DET': -6.5625, 'SVA': -4.4296875}"
"First of all, you must walk down to Central Street until you arrive at the bus stop, then you take the number two bus that goes directly to the college.",PREP,Preposition_Unnecessary,G,"{'G': 4.734375, 'PREP': 1.6728515625, 'DET': -6.6015625, 'SVA': -4.359375}"
"I'm writing you to reply to your letter asking for some more information about me, to give you all the information you need.",PREP,Preposition_Missing,G,"{'G': 5.125, 'PREP': 1.2568359375, 'DET': -6.65625, 'SVA': -4.2578125}"
"First of all, we would like to say thank you very much for organising our tour around London and our programme, which is considered especially good for us for the places we will visit.",PREP,Preposition_Replacing,G,"{'G': 3.884765625, 'PREP': 2.921875, 'DET': -6.69921875, 'SVA': -4.9375}"
In the hope you understand me.,PREP,Preposition_Missing,G,"{'G': 5.078125, 'PREP': 1.3076171875, 'DET': -6.69921875, 'SVA': -4.2109375}"
"I am very glad to have received your letter, and very happy to have won first prize in your competition. I am writing to answer your question and ask further information.",PREP,Preposition_Missing,G,"{'G': 3.470703125, 'PREP': 3.15234375, 'DET': -5.3984375, 'SVA': -5.56640625}"
"When I was in primary school, I was one of the members in the school swimming team. I am not really good at basketball but I think it is good fun.",PREP,Preposition_Replacing,G,"{'G': 4.3984375, 'PREP': 2.037109375, 'DET': -6.5390625, 'SVA': -4.4921875}"
You asked me for an interesting building to visit.,PREP,Preposition_Replacing,G,"{'G': 6.37109375, 'PREP': -0.1500244140625, 'DET': -6.69921875, 'SVA': -4.06640625}"
"For the last few days, we spent our time on sightseeing and shopping.",PREP,Preposition_Unnecessary,G,"{'G': 5.1015625, 'PREP': 1.345703125, 'DET': -6.65625, 'SVA': -4.37109375}"
And that's exactly what I did even though I was alone at my birthday.,PREP,Preposition_Replacing,G,"{'G': 4.828125, 'PREP': 1.546875, 'DET': -6.58203125, 'SVA': -4.3359375}"
It didn't take long until my embarrassing story to get out in the open.,PREP,Preposition_Replacing,G,"{'G': 5.4140625, 'PREP': 0.98193359375, 'DET': -6.7890625, 'SVA': -4.18359375}"
"When I told her, she promised to me that she would keep the secret.",PREP,Preposition_Unnecessary,G,"{'G': 5.56640625, 'PREP': 0.8896484375, 'DET': -6.734375, 'SVA': -4.3203125}"
"If you think in the future you might think of faster and better machines, advanced technology or a better life.",PREP,Preposition_Replacing,G,"{'G': 4.82421875, 'PREP': 1.59765625, 'DET': -6.58984375, 'SVA': -4.40625}"
The hotel is just opposite to the City Hospital.,PREP,Preposition_Unnecessary,G,"{'G': 5.875, 'PREP': 0.280029296875, 'DET': -6.765625, 'SVA': -3.873046875}"
It affects us lots of ways.,PREP,Preposition_Missing,G,"{'G': 4.80859375, 'PREP': 1.3359375, 'DET': -6.55078125, 'SVA': -3.880859375}"
"That is why, it finished later, I arrived late to a basketball game.",PREP,Preposition_Missing,G,"{'G': 4.3828125, 'PREP': 2.060546875, 'DET': -6.52734375, 'SVA': -4.53125}"
"I am not very good painting, but I choose it because it is a good opportunity to do it.",PREP,Preposition_Missing,G,"{'G': 4.4609375, 'PREP': 1.978515625, 'DET': -6.54296875, 'SVA': -4.4765625}"
"Perhaps, he moved into another town.",PREP,Preposition_Replacing,G,"{'G': 5.5546875, 'PREP': 0.82568359375, 'DET': -6.6875, 'SVA': -4.2421875}"
Pat was the only person who I told my secret but now it has become a joke! I promised to myself... I would have to kill her!,PREP,Preposition_Missing,G,"{'G': 5.58203125, 'PREP': 0.87939453125, 'DET': -6.77734375, 'SVA': -4.2734375}"
I am writing to you because I have recently been at your musical show at the Circle Theatre but I'm sorry to say that I had a very disappointing evening.,PREP,Preposition_Replacing,G,"{'G': 4.828125, 'PREP': 1.544921875, 'DET': -6.58984375, 'SVA': -4.36328125}"
"Despite the fact she knew that Pat couldn't keep a secret, this time she was confident maybe she would be able to.",PREP,Preposition_Missing,G,"{'G': 5.8125, 'PREP': 0.66552734375, 'DET': -6.7890625, 'SVA': -4.3125}"
If you can arrange my departure time from 1st of July it would be convenient for me.,PREP,Preposition_Replacing,G,"{'G': 5.52734375, 'PREP': 0.9169921875, 'DET': -6.7421875, 'SVA': -4.30859375}"
"Firstly there is the parking problem. If you go to shopping late at weekends for instance, it's really difficult to find a place to park your car, and when you get a place, you have to pay for it!",PREP,Preposition_Unnecessary,G,"{'G': 4.41015625, 'PREP': 2.041015625, 'DET': -6.53125, 'SVA': -4.5078125}"
"Last summer, I was spending my holidays in a little village in the southern coast of Spain with my friend Pat.",PREP,Preposition_Replacing,G,"{'G': 5.12890625, 'PREP': 1.2060546875, 'DET': -6.67578125, 'SVA': -4.16796875}"
Her friend Pat had explained the whole story at her husband.,PREP,Preposition_Replacing,G,"{'G': 6.91015625, 'PREP': -1.173828125, 'DET': -6.38671875, 'SVA': -3.6484375}"
HE TOOK ME RIGHT IN THE FRONT OF MY HOUSE.,PREP,Preposition_Replacing,G,"{'G': 4.81640625, 'PREP': 1.52734375, 'DET': -6.609375, 'SVA': -4.2265625}"
"I can sing plenty of songs, which include English songs and the Japanese songs, and I have a part - time job for singing at a restaurant.",PREP,Preposition_Unnecessary,G,"{'G': 4.65625, 'PREP': 1.73828125, 'DET': -6.57421875, 'SVA': -4.3671875}"
"Although I know how to surf, I have no idea about sailing. I have only read about it and I am very interested trying.",PREP,Preposition_Missing,G,"{'G': 4.45703125, 'PREP': 1.91796875, 'DET': -6.50390625, 'SVA': -4.4296875}"
And for the other activity I will choose tennis. I really enjoy this sport. I am not really a good player but I like to play tennis during my free time!,PREP,Preposition_Replacing,G,"{'G': 4.6796875, 'PREP': 1.7294921875, 'DET': -6.58984375, 'SVA': -4.390625}"
She was very sorry about that and a few days after she moved in to another city and now I don't know anything about her.,PREP,Preposition_Unnecessary,G,"{'G': 4.67578125, 'PREP': 1.767578125, 'DET': -6.57421875, 'SVA': -4.44921875}"
"As I have explained, it was not the perfect evening that I expected to have and I would like to have my money back because of the reasons that I mentioned above.",PREP,Preposition_Replacing,G,"{'G': 4.75, 'PREP': 1.654296875, 'DET': -6.58984375, 'SVA': -4.390625}"
"Firstly, I would like to thank you for this big opportunity you are giving me to visit such a wonderful place like California.",PREP,Preposition_Replacing,G,"{'G': 4.77734375, 'PREP': 1.6220703125, 'DET': -6.62109375, 'SVA': -4.359375}"
"Firstly, at school, we missed a class, we must bring a doctor's note.",PREP,Preposition_Missing,G,"{'G': 4.859375, 'PREP': 1.5478515625, 'DET': -6.61328125, 'SVA': -4.34765625}"
